ID	Time	Pop	Capture name
Ind. 431	18	P	Cap:t=18
Ind. 435	18	P	Cap:t=18
Ind. 438	18	P	Cap:t=18
Ind. 441	18	P	Cap:t=18
Ind. 447	18	P	Cap:t=18
Ind. 452	18	P	Cap:t=18
Ind. 456	18	P	Cap:t=18
Ind. 458	18	P	Cap:t=18
Ind. 459	18	P	Cap:t=18
Ind. 460	18	P	Cap:t=18
Ind. 461	18	P	Cap:t=18
Ind. 462	18	P	Cap:t=18
Ind. 464	18	P	Cap:t=18
Ind. 67	19	P	Cap:t=19
Ind. 107	19	P	Cap:t=19
Ind. 128	19	P	Cap:t=19
Ind. 179	19	P	Cap:t=19
Ind. 192	19	P	Cap:t=19
Ind. 239	19	P	Cap:t=19
Ind. 287	19	P	Cap:t=19
Ind. 289	19	P	Cap:t=19
Ind. 297	19	P	Cap:t=19
Ind. 301	19	P	Cap:t=19
Ind. 318	19	P	Cap:t=19
Ind. 338	19	P	Cap:t=19
Ind. 343	19	P	Cap:t=19
Ind. 346	19	P	Cap:t=19
Ind. 356	19	P	Cap:t=19
Ind. 366	19	P	Cap:t=19
Ind. 385	19	P	Cap:t=19
Ind. 395	19	P	Cap:t=19
Ind. 402	19	P	Cap:t=19
Ind. 410	19	P	Cap:t=19
Ind. 411	19	P	Cap:t=19
Ind. 412	19	P	Cap:t=19
Ind. 413	19	P	Cap:t=19
Ind. 419	19	P	Cap:t=19
Ind. 425	19	P	Cap:t=19
Ind. 431	19	P	Cap:t=19
Ind. 435	19	P	Cap:t=19
Ind. 436	19	P	Cap:t=19
Ind. 441	19	P	Cap:t=19
Ind. 442	19	P	Cap:t=19
Ind. 445	19	P	Cap:t=19
Ind. 451	19	P	Cap:t=19
Ind. 452	19	P	Cap:t=19
Ind. 455	19	P	Cap:t=19
Ind. 457	19	P	Cap:t=19
Ind. 472	19	P	Cap:t=19
Ind. 477	19	P	Cap:t=19
Ind. 480	19	P	Cap:t=19
Ind. 47	20	P	Cap:t=20
Ind. 74	20	P	Cap:t=20
Ind. 88	20	P	Cap:t=20
Ind. 162	20	P	Cap:t=20
Ind. 250	20	P	Cap:t=20
Ind. 282	20	P	Cap:t=20
Ind. 314	20	P	Cap:t=20
Ind. 318	20	P	Cap:t=20
Ind. 323	20	P	Cap:t=20
Ind. 343	20	P	Cap:t=20
Ind. 344	20	P	Cap:t=20
Ind. 388	20	P	Cap:t=20
Ind. 400	20	P	Cap:t=20
Ind. 404	20	P	Cap:t=20
Ind. 409	20	P	Cap:t=20
Ind. 410	20	P	Cap:t=20
Ind. 411	20	P	Cap:t=20
Ind. 441	20	P	Cap:t=20
Ind. 443	20	P	Cap:t=20
Ind. 451	20	P	Cap:t=20
Ind. 452	20	P	Cap:t=20
Ind. 455	20	P	Cap:t=20
Ind. 476	20	P	Cap:t=20
Ind. 478	20	P	Cap:t=20
Ind. 481	20	P	Cap:t=20
Ind. 482	20	P	Cap:t=20
Ind. 485	20	P	Cap:t=20
Ind. 500	20	P	Cap:t=20
Ind. 105	21	P	Cap:t=21
Ind. 128	21	P	Cap:t=21
Ind. 162	21	P	Cap:t=21
Ind. 192	21	P	Cap:t=21
Ind. 256	21	P	Cap:t=21
Ind. 274	21	P	Cap:t=21
Ind. 297	21	P	Cap:t=21
Ind. 299	21	P	Cap:t=21
Ind. 314	21	P	Cap:t=21
Ind. 318	21	P	Cap:t=21
Ind. 334	21	P	Cap:t=21
Ind. 338	21	P	Cap:t=21
Ind. 343	21	P	Cap:t=21
Ind. 381	21	P	Cap:t=21
Ind. 388	21	P	Cap:t=21
Ind. 400	21	P	Cap:t=21
Ind. 402	21	P	Cap:t=21
Ind. 412	21	P	Cap:t=21
Ind. 425	21	P	Cap:t=21
Ind. 441	21	P	Cap:t=21
Ind. 442	21	P	Cap:t=21
Ind. 463	21	P	Cap:t=21
Ind. 473	21	P	Cap:t=21
Ind. 479	21	P	Cap:t=21
Ind. 481	21	P	Cap:t=21
Ind. 482	21	P	Cap:t=21
Ind. 486	21	P	Cap:t=21
Ind. 489	21	P	Cap:t=21
Ind. 495	21	P	Cap:t=21
Ind. 498	21	P	Cap:t=21
Ind. 499	21	P	Cap:t=21
Ind. 503	21	P	Cap:t=21
Ind. 506	21	P	Cap:t=21
Ind. 507	21	P	Cap:t=21
Ind. 508	21	P	Cap:t=21
Ind. 510	21	P	Cap:t=21
Ind. 511	21	P	Cap:t=21
Ind. 516	21	P	Cap:t=21
Ind. 518	21	P	Cap:t=21
Ind. 521	21	P	Cap:t=21
Ind. 74	22	P	Cap:t=22
Ind. 107	22	P	Cap:t=22
Ind. 179	22	P	Cap:t=22
Ind. 192	22	P	Cap:t=22
Ind. 239	22	P	Cap:t=22
Ind. 250	22	P	Cap:t=22
Ind. 283	22	P	Cap:t=22
Ind. 299	22	P	Cap:t=22
Ind. 301	22	P	Cap:t=22
Ind. 338	22	P	Cap:t=22
Ind. 343	22	P	Cap:t=22
Ind. 344	22	P	Cap:t=22
Ind. 400	22	P	Cap:t=22
Ind. 402	22	P	Cap:t=22
Ind. 410	22	P	Cap:t=22
Ind. 428	22	P	Cap:t=22
Ind. 441	22	P	Cap:t=22
Ind. 443	22	P	Cap:t=22
Ind. 479	22	P	Cap:t=22
Ind. 482	22	P	Cap:t=22
Ind. 486	22	P	Cap:t=22
Ind. 489	22	P	Cap:t=22
Ind. 495	22	P	Cap:t=22
Ind. 497	22	P	Cap:t=22
Ind. 502	22	P	Cap:t=22
Ind. 509	22	P	Cap:t=22
Ind. 511	22	P	Cap:t=22
Ind. 512	22	P	Cap:t=22
Ind. 517	22	P	Cap:t=22
Ind. 519	22	P	Cap:t=22
Ind. 522	22	P	Cap:t=22
Ind. 530	22	P	Cap:t=22
Ind. 531	22	P	Cap:t=22
Ind. 533	22	P	Cap:t=22
Ind. 537	22	P	Cap:t=22
Ind. 538	22	P	Cap:t=22
Ind. 539	22	P	Cap:t=22
Ind. 88	23	P	Cap:t=23
Ind. 239	23	P	Cap:t=23
Ind. 250	23	P	Cap:t=23
Ind. 256	23	P	Cap:t=23
Ind. 274	23	P	Cap:t=23
Ind. 283	23	P	Cap:t=23
Ind. 301	23	P	Cap:t=23
Ind. 331	23	P	Cap:t=23
Ind. 344	23	P	Cap:t=23
Ind. 381	23	P	Cap:t=23
Ind. 392	23	P	Cap:t=23
Ind. 395	23	P	Cap:t=23
Ind. 413	23	P	Cap:t=23
Ind. 426	23	P	Cap:t=23
Ind. 428	23	P	Cap:t=23
Ind. 441	23	P	Cap:t=23
Ind. 458	23	P	Cap:t=23
Ind. 482	23	P	Cap:t=23
Ind. 483	23	P	Cap:t=23
Ind. 486	23	P	Cap:t=23
Ind. 489	23	P	Cap:t=23
Ind. 497	23	P	Cap:t=23
Ind. 507	23	P	Cap:t=23
Ind. 511	23	P	Cap:t=23
Ind. 517	23	P	Cap:t=23
Ind. 518	23	P	Cap:t=23
Ind. 519	23	P	Cap:t=23
Ind. 520	23	P	Cap:t=23
Ind. 522	23	P	Cap:t=23
Ind. 528	23	P	Cap:t=23
Ind. 529	23	P	Cap:t=23
Ind. 539	23	P	Cap:t=23
Ind. 545	23	P	Cap:t=23
Ind. 550	23	P	Cap:t=23
Ind. 553	23	P	Cap:t=23
Ind. 555	23	P	Cap:t=23
Ind. 557	23	P	Cap:t=23
Ind. 566	23	P	Cap:t=23
Ind. 74	24	P	Cap:t=24
Ind. 179	24	P	Cap:t=24
Ind. 239	24	P	Cap:t=24
Ind. 256	24	P	Cap:t=24
Ind. 283	24	P	Cap:t=24
Ind. 395	24	P	Cap:t=24
Ind. 400	24	P	Cap:t=24
Ind. 410	24	P	Cap:t=24
Ind. 413	24	P	Cap:t=24
Ind. 442	24	P	Cap:t=24
Ind. 443	24	P	Cap:t=24
Ind. 473	24	P	Cap:t=24
Ind. 481	24	P	Cap:t=24
Ind. 482	24	P	Cap:t=24
Ind. 489	24	P	Cap:t=24
Ind. 497	24	P	Cap:t=24
Ind. 507	24	P	Cap:t=24
Ind. 511	24	P	Cap:t=24
Ind. 517	24	P	Cap:t=24
Ind. 528	24	P	Cap:t=24
Ind. 530	24	P	Cap:t=24
Ind. 536	24	P	Cap:t=24
Ind. 538	24	P	Cap:t=24
Ind. 540	24	P	Cap:t=24
Ind. 543	24	P	Cap:t=24
Ind. 549	24	P	Cap:t=24
Ind. 550	24	P	Cap:t=24
Ind. 552	24	P	Cap:t=24
Ind. 555	24	P	Cap:t=24
Ind. 561	24	P	Cap:t=24
Ind. 566	24	P	Cap:t=24
Ind. 568	24	P	Cap:t=24
Ind. 569	24	P	Cap:t=24
Ind. 570	24	P	Cap:t=24
Ind. 575	24	P	Cap:t=24
Ind. 577	24	P	Cap:t=24
Ind. 579	24	P	Cap:t=24
Ind. 583	24	P	Cap:t=24
Ind. 588	24	P	Cap:t=24
Ind. 58	25	P	Cap:t=25
Ind. 74	25	P	Cap:t=25
Ind. 107	25	P	Cap:t=25
Ind. 250	25	P	Cap:t=25
Ind. 283	25	P	Cap:t=25
Ind. 289	25	P	Cap:t=25
Ind. 318	25	P	Cap:t=25
Ind. 331	25	P	Cap:t=25
Ind. 343	25	P	Cap:t=25
Ind. 392	25	P	Cap:t=25
Ind. 413	25	P	Cap:t=25
Ind. 425	25	P	Cap:t=25
Ind. 482	25	P	Cap:t=25
Ind. 483	25	P	Cap:t=25
Ind. 489	25	P	Cap:t=25
Ind. 507	25	P	Cap:t=25
Ind. 518	25	P	Cap:t=25
Ind. 522	25	P	Cap:t=25
Ind. 530	25	P	Cap:t=25
Ind. 532	25	P	Cap:t=25
Ind. 536	25	P	Cap:t=25
Ind. 539	25	P	Cap:t=25
Ind. 549	25	P	Cap:t=25
Ind. 553	25	P	Cap:t=25
Ind. 555	25	P	Cap:t=25
Ind. 557	25	P	Cap:t=25
Ind. 560	25	P	Cap:t=25
Ind. 561	25	P	Cap:t=25
Ind. 565	25	P	Cap:t=25
Ind. 568	25	P	Cap:t=25
Ind. 578	25	P	Cap:t=25
Ind. 581	25	P	Cap:t=25
Ind. 583	25	P	Cap:t=25
Ind. 585	25	P	Cap:t=25
Ind. 588	25	P	Cap:t=25
Ind. 591	25	P	Cap:t=25
Ind. 604	25	P	Cap:t=25
Ind. 58	26	P	Cap:t=26
Ind. 318	26	P	Cap:t=26
Ind. 392	26	P	Cap:t=26
Ind. 400	26	P	Cap:t=26
Ind. 402	26	P	Cap:t=26
Ind. 407	26	P	Cap:t=26
Ind. 410	26	P	Cap:t=26
Ind. 443	26	P	Cap:t=26
Ind. 481	26	P	Cap:t=26
Ind. 486	26	P	Cap:t=26
Ind. 489	26	P	Cap:t=26
Ind. 507	26	P	Cap:t=26
Ind. 518	26	P	Cap:t=26
Ind. 528	26	P	Cap:t=26
Ind. 532	26	P	Cap:t=26
Ind. 537	26	P	Cap:t=26
Ind. 575	26	P	Cap:t=26
Ind. 576	26	P	Cap:t=26
Ind. 584	26	P	Cap:t=26
Ind. 591	26	P	Cap:t=26
Ind. 601	26	P	Cap:t=26
Ind. 602	26	P	Cap:t=26
Ind. 604	26	P	Cap:t=26
Ind. 605	26	P	Cap:t=26
Ind. 607	26	P	Cap:t=26
Ind. 613	26	P	Cap:t=26
Ind. 614	26	P	Cap:t=26
Ind. 615	26	P	Cap:t=26
Ind. 617	26	P	Cap:t=26
Ind. 618	26	P	Cap:t=26
Ind. 621	26	P	Cap:t=26
Ind. 239	27	P	Cap:t=27
Ind. 289	27	P	Cap:t=27
Ind. 318	27	P	Cap:t=27
Ind. 381	27	P	Cap:t=27
Ind. 400	27	P	Cap:t=27
Ind. 413	27	P	Cap:t=27
Ind. 442	27	P	Cap:t=27
Ind. 458	27	P	Cap:t=27
Ind. 486	27	P	Cap:t=27
Ind. 489	27	P	Cap:t=27
Ind. 497	27	P	Cap:t=27
Ind. 499	27	P	Cap:t=27
Ind. 506	27	P	Cap:t=27
Ind. 532	27	P	Cap:t=27
Ind. 536	27	P	Cap:t=27
Ind. 537	27	P	Cap:t=27
Ind. 539	27	P	Cap:t=27
Ind. 545	27	P	Cap:t=27
Ind. 549	27	P	Cap:t=27
Ind. 557	27	P	Cap:t=27
Ind. 571	27	P	Cap:t=27
Ind. 578	27	P	Cap:t=27
Ind. 581	27	P	Cap:t=27
Ind. 594	27	P	Cap:t=27
Ind. 598	27	P	Cap:t=27
Ind. 603	27	P	Cap:t=27
Ind. 611	27	P	Cap:t=27
Ind. 613	27	P	Cap:t=27
Ind. 615	27	P	Cap:t=27
Ind. 621	27	P	Cap:t=27
Ind. 623	27	P	Cap:t=27
Ind. 625	27	P	Cap:t=27
Ind. 626	27	P	Cap:t=27
Ind. 627	27	P	Cap:t=27
Ind. 628	27	P	Cap:t=27
Ind. 629	27	P	Cap:t=27
Ind. 633	27	P	Cap:t=27
Ind. 638	27	P	Cap:t=27
Ind. 47	28	P	Cap:t=28
Ind. 283	28	P	Cap:t=28
Ind. 301	28	P	Cap:t=28
Ind. 413	28	P	Cap:t=28
Ind. 443	28	P	Cap:t=28
Ind. 473	28	P	Cap:t=28
Ind. 509	28	P	Cap:t=28
Ind. 522	28	P	Cap:t=28
Ind. 532	28	P	Cap:t=28
Ind. 536	28	P	Cap:t=28
Ind. 537	28	P	Cap:t=28
Ind. 540	28	P	Cap:t=28
Ind. 545	28	P	Cap:t=28
Ind. 578	28	P	Cap:t=28
Ind. 598	28	P	Cap:t=28
Ind. 611	28	P	Cap:t=28
Ind. 612	28	P	Cap:t=28
Ind. 619	28	P	Cap:t=28
Ind. 622	28	P	Cap:t=28
Ind. 623	28	P	Cap:t=28
Ind. 625	28	P	Cap:t=28
Ind. 636	28	P	Cap:t=28
Ind. 641	28	P	Cap:t=28
Ind. 644	28	P	Cap:t=28
Ind. 649	28	P	Cap:t=28
Ind. 652	28	P	Cap:t=28
Ind. 653	28	P	Cap:t=28
Ind. 654	28	P	Cap:t=28
Ind. 655	28	P	Cap:t=28
Ind. 239	29	P	Cap:t=29
Ind. 283	29	P	Cap:t=29
Ind. 425	29	P	Cap:t=29
Ind. 442	29	P	Cap:t=29
Ind. 489	29	P	Cap:t=29
Ind. 492	29	P	Cap:t=29
Ind. 528	29	P	Cap:t=29
Ind. 536	29	P	Cap:t=29
Ind. 537	29	P	Cap:t=29
Ind. 540	29	P	Cap:t=29
Ind. 547	29	P	Cap:t=29
Ind. 567	29	P	Cap:t=29
Ind. 570	29	P	Cap:t=29
Ind. 603	29	P	Cap:t=29
Ind. 607	29	P	Cap:t=29
Ind. 623	29	P	Cap:t=29
Ind. 624	29	P	Cap:t=29
Ind. 625	29	P	Cap:t=29
Ind. 631	29	P	Cap:t=29
Ind. 634	29	P	Cap:t=29
Ind. 645	29	P	Cap:t=29
Ind. 647	29	P	Cap:t=29
Ind. 652	29	P	Cap:t=29
Ind. 657	29	P	Cap:t=29
Ind. 660	29	P	Cap:t=29
Ind. 661	29	P	Cap:t=29
Ind. 662	29	P	Cap:t=29
Ind. 663	29	P	Cap:t=29
Ind. 665	29	P	Cap:t=29
Ind. 667	29	P	Cap:t=29
Ind. 668	29	P	Cap:t=29
Ind. 670	29	P	Cap:t=29
Ind. 671	29	P	Cap:t=29
Ind. 673	29	P	Cap:t=29
Ind. 674	29	P	Cap:t=29
Ind. 681	29	P	Cap:t=29
Ind. 381	30	P	Cap:t=30
Ind. 483	30	P	Cap:t=30
Ind. 486	30	P	Cap:t=30
Ind. 489	30	P	Cap:t=30
Ind. 511	30	P	Cap:t=30
Ind. 540	30	P	Cap:t=30
Ind. 557	30	P	Cap:t=30
Ind. 570	30	P	Cap:t=30
Ind. 571	30	P	Cap:t=30
Ind. 590	30	P	Cap:t=30
Ind. 601	30	P	Cap:t=30
Ind. 603	30	P	Cap:t=30
Ind. 604	30	P	Cap:t=30
Ind. 611	30	P	Cap:t=30
Ind. 616	30	P	Cap:t=30
Ind. 623	30	P	Cap:t=30
Ind. 631	30	P	Cap:t=30
Ind. 643	30	P	Cap:t=30
Ind. 655	30	P	Cap:t=30
Ind. 658	30	P	Cap:t=30
Ind. 659	30	P	Cap:t=30
Ind. 662	30	P	Cap:t=30
Ind. 665	30	P	Cap:t=30
Ind. 667	30	P	Cap:t=30
Ind. 668	30	P	Cap:t=30
Ind. 672	30	P	Cap:t=30
Ind. 675	30	P	Cap:t=30
Ind. 678	30	P	Cap:t=30
Ind. 680	30	P	Cap:t=30
Ind. 681	30	P	Cap:t=30
Ind. 683	30	P	Cap:t=30
Ind. 685	30	P	Cap:t=30
Ind. 690	30	P	Cap:t=30
Ind. 695	30	P	Cap:t=30
Ind. 698	30	P	Cap:t=30
Ind. 701	30	P	Cap:t=30
Ind. 702	30	P	Cap:t=30
Ind. 239	31	P	Cap:t=31
Ind. 289	31	P	Cap:t=31
Ind. 400	31	P	Cap:t=31
Ind. 473	31	P	Cap:t=31
Ind. 532	31	P	Cap:t=31
Ind. 547	31	P	Cap:t=31
Ind. 562	31	P	Cap:t=31
Ind. 572	31	P	Cap:t=31
Ind. 590	31	P	Cap:t=31
Ind. 603	31	P	Cap:t=31
Ind. 622	31	P	Cap:t=31
Ind. 628	31	P	Cap:t=31
Ind. 630	31	P	Cap:t=31
Ind. 641	31	P	Cap:t=31
Ind. 649	31	P	Cap:t=31
Ind. 653	31	P	Cap:t=31
Ind. 655	31	P	Cap:t=31
Ind. 663	31	P	Cap:t=31
Ind. 665	31	P	Cap:t=31
Ind. 667	31	P	Cap:t=31
Ind. 671	31	P	Cap:t=31
Ind. 681	31	P	Cap:t=31
Ind. 692	31	P	Cap:t=31
Ind. 697	31	P	Cap:t=31
Ind. 701	31	P	Cap:t=31
Ind. 702	31	P	Cap:t=31
Ind. 703	31	P	Cap:t=31
Ind. 707	31	P	Cap:t=31
Ind. 712	31	P	Cap:t=31
Ind. 714	31	P	Cap:t=31
Ind. 718	31	P	Cap:t=31
Ind. 720	31	P	Cap:t=31
Ind. 723	31	P	Cap:t=31
Ind. 725	31	P	Cap:t=31
Ind. 727	31	P	Cap:t=31
Ind. 239	32	P	Cap:t=32
Ind. 400	32	P	Cap:t=32
Ind. 442	32	P	Cap:t=32
Ind. 473	32	P	Cap:t=32
Ind. 489	32	P	Cap:t=32
Ind. 492	32	P	Cap:t=32
Ind. 528	32	P	Cap:t=32
Ind. 537	32	P	Cap:t=32
Ind. 539	32	P	Cap:t=32
Ind. 549	32	P	Cap:t=32
Ind. 557	32	P	Cap:t=32
Ind. 562	32	P	Cap:t=32
Ind. 572	32	P	Cap:t=32
Ind. 590	32	P	Cap:t=32
Ind. 601	32	P	Cap:t=32
Ind. 611	32	P	Cap:t=32
Ind. 628	32	P	Cap:t=32
Ind. 630	32	P	Cap:t=32
Ind. 643	32	P	Cap:t=32
Ind. 652	32	P	Cap:t=32
Ind. 655	32	P	Cap:t=32
Ind. 663	32	P	Cap:t=32
Ind. 672	32	P	Cap:t=32
Ind. 683	32	P	Cap:t=32
Ind. 684	32	P	Cap:t=32
Ind. 685	32	P	Cap:t=32
Ind. 695	32	P	Cap:t=32
Ind. 696	32	P	Cap:t=32
Ind. 701	32	P	Cap:t=32
Ind. 707	32	P	Cap:t=32
Ind. 711	32	P	Cap:t=32
Ind. 718	32	P	Cap:t=32
Ind. 721	32	P	Cap:t=32
Ind. 728	32	P	Cap:t=32
Ind. 734	32	P	Cap:t=32
Ind. 736	32	P	Cap:t=32
Ind. 738	32	P	Cap:t=32
Ind. 739	32	P	Cap:t=32
Ind. 740	32	P	Cap:t=32
Ind. 741	32	P	Cap:t=32
Ind. 745	32	P	Cap:t=32
Ind. 746	32	P	Cap:t=32
Ind. 442	33	P	Cap:t=33
Ind. 506	33	P	Cap:t=33
Ind. 539	33	P	Cap:t=33
Ind. 545	33	P	Cap:t=33
Ind. 549	33	P	Cap:t=33
Ind. 601	33	P	Cap:t=33
Ind. 604	33	P	Cap:t=33
Ind. 607	33	P	Cap:t=33
Ind. 629	33	P	Cap:t=33
Ind. 669	33	P	Cap:t=33
Ind. 671	33	P	Cap:t=33
Ind. 683	33	P	Cap:t=33
Ind. 684	33	P	Cap:t=33
Ind. 688	33	P	Cap:t=33
Ind. 696	33	P	Cap:t=33
Ind. 702	33	P	Cap:t=33
Ind. 707	33	P	Cap:t=33
Ind. 710	33	P	Cap:t=33
Ind. 714	33	P	Cap:t=33
Ind. 717	33	P	Cap:t=33
Ind. 729	33	P	Cap:t=33
Ind. 731	33	P	Cap:t=33
Ind. 738	33	P	Cap:t=33
Ind. 741	33	P	Cap:t=33
Ind. 745	33	P	Cap:t=33
Ind. 746	33	P	Cap:t=33
Ind. 756	33	P	Cap:t=33
Ind. 765	33	P	Cap:t=33
Ind. 407	34	P	Cap:t=34
Ind. 473	34	P	Cap:t=34
Ind. 492	34	P	Cap:t=34
Ind. 532	34	P	Cap:t=34
Ind. 545	34	P	Cap:t=34
Ind. 590	34	P	Cap:t=34
Ind. 604	34	P	Cap:t=34
Ind. 607	34	P	Cap:t=34
Ind. 624	34	P	Cap:t=34
Ind. 643	34	P	Cap:t=34
Ind. 655	34	P	Cap:t=34
Ind. 662	34	P	Cap:t=34
Ind. 665	34	P	Cap:t=34
Ind. 667	34	P	Cap:t=34
Ind. 671	34	P	Cap:t=34
Ind. 685	34	P	Cap:t=34
Ind. 697	34	P	Cap:t=34
Ind. 700	34	P	Cap:t=34
Ind. 704	34	P	Cap:t=34
Ind. 714	34	P	Cap:t=34
Ind. 738	34	P	Cap:t=34
Ind. 739	34	P	Cap:t=34
Ind. 740	34	P	Cap:t=34
Ind. 741	34	P	Cap:t=34
Ind. 745	34	P	Cap:t=34
Ind. 747	34	P	Cap:t=34
Ind. 761	34	P	Cap:t=34
Ind. 764	34	P	Cap:t=34
Ind. 768	34	P	Cap:t=34
Ind. 774	34	P	Cap:t=34
Ind. 776	34	P	Cap:t=34
Ind. 777	34	P	Cap:t=34
Ind. 779	34	P	Cap:t=34
Ind. 783	34	P	Cap:t=34
Ind. 407	35	P	Cap:t=35
Ind. 473	35	P	Cap:t=35
Ind. 607	35	P	Cap:t=35
Ind. 611	35	P	Cap:t=35
Ind. 652	35	P	Cap:t=35
Ind. 668	35	P	Cap:t=35
Ind. 671	35	P	Cap:t=35
Ind. 707	35	P	Cap:t=35
Ind. 716	35	P	Cap:t=35
Ind. 721	35	P	Cap:t=35
Ind. 729	35	P	Cap:t=35
Ind. 730	35	P	Cap:t=35
Ind. 740	35	P	Cap:t=35
Ind. 746	35	P	Cap:t=35
Ind. 749	35	P	Cap:t=35
Ind. 759	35	P	Cap:t=35
Ind. 764	35	P	Cap:t=35
Ind. 770	35	P	Cap:t=35
Ind. 772	35	P	Cap:t=35
Ind. 773	35	P	Cap:t=35
Ind. 777	35	P	Cap:t=35
Ind. 784	35	P	Cap:t=35
Ind. 785	35	P	Cap:t=35
Ind. 787	35	P	Cap:t=35
Ind. 792	35	P	Cap:t=35
Ind. 797	35	P	Cap:t=35
Ind. 798	35	P	Cap:t=35
Ind. 801	35	P	Cap:t=35
Ind. 803	35	P	Cap:t=35
Ind. 807	35	P	Cap:t=35
Ind. 808	35	P	Cap:t=35
Ind. 809	35	P	Cap:t=35
Ind. 810	35	P	Cap:t=35
Ind. 811	35	P	Cap:t=35
Ind. 812	35	P	Cap:t=35
Ind. 407	36	P	Cap:t=36
Ind. 584	36	P	Cap:t=36
Ind. 604	36	P	Cap:t=36
Ind. 611	36	P	Cap:t=36
Ind. 617	36	P	Cap:t=36
Ind. 630	36	P	Cap:t=36
Ind. 640	36	P	Cap:t=36
Ind. 649	36	P	Cap:t=36
Ind. 652	36	P	Cap:t=36
Ind. 668	36	P	Cap:t=36
Ind. 682	36	P	Cap:t=36
Ind. 701	36	P	Cap:t=36
Ind. 717	36	P	Cap:t=36
Ind. 730	36	P	Cap:t=36
Ind. 740	36	P	Cap:t=36
Ind. 746	36	P	Cap:t=36
Ind. 747	36	P	Cap:t=36
Ind. 756	36	P	Cap:t=36
Ind. 764	36	P	Cap:t=36
Ind. 777	36	P	Cap:t=36
Ind. 782	36	P	Cap:t=36
Ind. 786	36	P	Cap:t=36
Ind. 793	36	P	Cap:t=36
Ind. 795	36	P	Cap:t=36
Ind. 800	36	P	Cap:t=36
Ind. 801	36	P	Cap:t=36
Ind. 808	36	P	Cap:t=36
Ind. 809	36	P	Cap:t=36
Ind. 813	36	P	Cap:t=36
Ind. 815	36	P	Cap:t=36
Ind. 816	36	P	Cap:t=36
Ind. 817	36	P	Cap:t=36
Ind. 821	36	P	Cap:t=36
Ind. 822	36	P	Cap:t=36
Ind. 824	36	P	Cap:t=36
Ind. 473	37	P	Cap:t=37
Ind. 549	37	P	Cap:t=37
Ind. 630	37	P	Cap:t=37
Ind. 650	37	P	Cap:t=37
Ind. 652	37	P	Cap:t=37
Ind. 663	37	P	Cap:t=37
Ind. 667	37	P	Cap:t=37
Ind. 668	37	P	Cap:t=37
Ind. 695	37	P	Cap:t=37
Ind. 701	37	P	Cap:t=37
Ind. 710	37	P	Cap:t=37
Ind. 711	37	P	Cap:t=37
Ind. 714	37	P	Cap:t=37
Ind. 717	37	P	Cap:t=37
Ind. 738	37	P	Cap:t=37
Ind. 740	37	P	Cap:t=37
Ind. 746	37	P	Cap:t=37
Ind. 747	37	P	Cap:t=37
Ind. 755	37	P	Cap:t=37
Ind. 764	37	P	Cap:t=37
Ind. 768	37	P	Cap:t=37
Ind. 772	37	P	Cap:t=37
Ind. 780	37	P	Cap:t=37
Ind. 786	37	P	Cap:t=37
Ind. 788	37	P	Cap:t=37
Ind. 793	37	P	Cap:t=37
Ind. 798	37	P	Cap:t=37
Ind. 823	37	P	Cap:t=37
Ind. 829	37	P	Cap:t=37
Ind. 831	37	P	Cap:t=37
Ind. 832	37	P	Cap:t=37
Ind. 840	37	P	Cap:t=37
Ind. 842	37	P	Cap:t=37
Ind. 473	38	P	Cap:t=38
Ind. 570	38	P	Cap:t=38
Ind. 629	38	P	Cap:t=38
Ind. 643	38	P	Cap:t=38
Ind. 649	38	P	Cap:t=38
Ind. 652	38	P	Cap:t=38
Ind. 667	38	P	Cap:t=38
Ind. 668	38	P	Cap:t=38
Ind. 682	38	P	Cap:t=38
Ind. 695	38	P	Cap:t=38
Ind. 707	38	P	Cap:t=38
Ind. 756	38	P	Cap:t=38
Ind. 761	38	P	Cap:t=38
Ind. 768	38	P	Cap:t=38
Ind. 780	38	P	Cap:t=38
Ind. 782	38	P	Cap:t=38
Ind. 786	38	P	Cap:t=38
Ind. 788	38	P	Cap:t=38
Ind. 797	38	P	Cap:t=38
Ind. 817	38	P	Cap:t=38
Ind. 821	38	P	Cap:t=38
Ind. 825	38	P	Cap:t=38
Ind. 827	38	P	Cap:t=38
Ind. 833	38	P	Cap:t=38
Ind. 840	38	P	Cap:t=38
Ind. 841	38	P	Cap:t=38
Ind. 842	38	P	Cap:t=38
Ind. 844	38	P	Cap:t=38
Ind. 848	38	P	Cap:t=38
Ind. 851	38	P	Cap:t=38
Ind. 854	38	P	Cap:t=38
Ind. 856	38	P	Cap:t=38
Ind. 864	38	P	Cap:t=38
Ind. 866	38	P	Cap:t=38
Ind. 868	38	P	Cap:t=38
Ind. 570	39	P	Cap:t=39
Ind. 607	39	P	Cap:t=39
Ind. 622	39	P	Cap:t=39
Ind. 640	39	P	Cap:t=39
Ind. 649	39	P	Cap:t=39
Ind. 657	39	P	Cap:t=39
Ind. 671	39	P	Cap:t=39
Ind. 682	39	P	Cap:t=39
Ind. 683	39	P	Cap:t=39
Ind. 695	39	P	Cap:t=39
Ind. 701	39	P	Cap:t=39
Ind. 710	39	P	Cap:t=39
Ind. 717	39	P	Cap:t=39
Ind. 746	39	P	Cap:t=39
Ind. 755	39	P	Cap:t=39
Ind. 780	39	P	Cap:t=39
Ind. 786	39	P	Cap:t=39
Ind. 788	39	P	Cap:t=39
