ID	Time	Loc	DS test	Capture name
Ind. 198	100	C8-5	1	Cap:t=100
Ind. 199	100	C4-5	1	Cap:t=100
Ind. 201	100	C4-5	0	Cap:t=100
Ind. 203	100	C8-3	1	Cap:t=100
Ind. 206	100	C8-5	1	Cap:t=100
Ind. 207	100	C6-2	0	Cap:t=100
Ind. 208	100	C6-1	1	Cap:t=100
Ind. 212	100	C7-0	0	Cap:t=100
Ind. 213	100	C8-4	0	Cap:t=100
Ind. 214	100	C8-1	1	Cap:t=100
Ind. 219	100	C9-3	0	Cap:t=100
Ind. 221	100	C4-10	1	Cap:t=100
Ind. 223	100	C4-9	0	Cap:t=100
Ind. 227	100	C9-6	1	Cap:t=100
Ind. 232	100	C7-10	1	Cap:t=100
Ind. 233	100	C4-9	1	Cap:t=100
Ind. 234	100	C7-10	1	Cap:t=100
Ind. 235	100	C7-9	0	Cap:t=100
Ind. 238	100	C2-8	1	Cap:t=100
Ind. 242	100	C6-5	0	Cap:t=100
Ind. 243	100	C7-6	0	Cap:t=100
Ind. 246	100	C3-8	0	Cap:t=100
Ind. 248	100	C6-4	1	Cap:t=100
Ind. 249	100	C10-5	1	Cap:t=100
Ind. 250	100	C5-6	0	Cap:t=100
Ind. 251	100	C4-6	0	Cap:t=100
Ind. 252	100	C9-3	0	Cap:t=100
Ind. 257	100	C8-3	0	Cap:t=100
Ind. 260	100	C5-4	1	Cap:t=100
Ind. 263	100	C0-1	1	Cap:t=100
Ind. 264	100	C3-4	0	Cap:t=100
Ind. 270	100	C8-3	0	Cap:t=100
Ind. 272	100	C5-1	1	Cap:t=100
Ind. 274	100	C10-2	0	Cap:t=100
Ind. 277	100	C1-8	0	Cap:t=100
Ind. 278	100	C3-9	1	Cap:t=100
Ind. 281	100	C4-10	0	Cap:t=100
Ind. 282	100	C9-9	0	Cap:t=100
Ind. 285	100	C2-7	0	Cap:t=100
Ind. 286	100	C6-8	1	Cap:t=100
Ind. 287	100	C1-10	0	Cap:t=100
Ind. 291	100	C4-9	1	Cap:t=100
Ind. 292	100	C5-4	1	Cap:t=100
Ind. 293	100	C5-8	1	Cap:t=100
Ind. 295	100	C7-5	0	Cap:t=100
Ind. 298	100	C2-7	0	Cap:t=100
Ind. 302	100	C7-5	1	Cap:t=100
Ind. 304	100	C7-5	0	Cap:t=100
Ind. 305	100	C2-7	0	Cap:t=100
Ind. 315	100	C4-1	0	Cap:t=100
Ind. 316	100	C2-2	0	Cap:t=100
Ind. 317	100	C4-1	1	Cap:t=100
Ind. 322	100	C5-4	1	Cap:t=100
Ind. 323	100	C10-3	0	Cap:t=100
Ind. 324	100	C3-3	1	Cap:t=100
Ind. 325	100	C8-6	1	Cap:t=100
Ind. 327	100	C6-1	1	Cap:t=100
Ind. 328	100	C6-0	0	Cap:t=100
Ind. 339	100	C2-10	0	Cap:t=100
Ind. 340	100	C8-10	1	Cap:t=100
Ind. 343	100	C5-9	1	Cap:t=100
Ind. 344	100	C4-5	0	Cap:t=100
Ind. 347	100	C5-4	1	Cap:t=100
Ind. 348	100	C6-6	0	Cap:t=100
Ind. 350	100	C5-2	0	Cap:t=100
Ind. 353	100	C3-6	1	Cap:t=100
Ind. 354	100	C3-5	1	Cap:t=100
Ind. 355	100	C8-1	0	Cap:t=100
Ind. 356	100	C3-2	0	Cap:t=100
Ind. 360	100	C4-7	1	Cap:t=100
Ind. 361	100	C1-3	1	Cap:t=100
Ind. 364	100	C2-7	1	Cap:t=100
Ind. 365	100	C5-4	1	Cap:t=100
Ind. 366	100	C8-3	0	Cap:t=100
Ind. 367	100	C7-8	0	Cap:t=100
Ind. 368	100	C4-0	0	Cap:t=100
Ind. 370	100	C4-2	0	Cap:t=100
Ind. 373	100	C6-2	1	Cap:t=100
Ind. 376	100	C2-2	0	Cap:t=100
Ind. 377	100	C4-2	1	Cap:t=100
Ind. 382	100	C3-1	1	Cap:t=100
Ind. 387	100	C6-10	1	Cap:t=100
Ind. 388	100	C2-8	0	Cap:t=100
Ind. 390	100	C4-9	0	Cap:t=100
Ind. 391	100	C1-10	0	Cap:t=100
Ind. 395	100	C3-8	1	Cap:t=100
Ind. 399	100	C2-7	0	Cap:t=100
Ind. 403	100	C3-5	1	Cap:t=100
Ind. 405	100	C6-9	0	Cap:t=100
Ind. 407	100	C0-9	1	Cap:t=100
Ind. 415	100	C8-5	0	Cap:t=100
Ind. 417	100	C3-5	0	Cap:t=100
Ind. 418	100	C3-4	1	Cap:t=100
Ind. 421	100	C4-9	0	Cap:t=100
Ind. 422	100	C2-4	1	Cap:t=100
Ind. 424	100	C4-1	1	Cap:t=100
Ind. 425	100	C3-0	0	Cap:t=100
Ind. 426	100	C1-0	0	Cap:t=100
Ind. 428	100	C4-6	0	Cap:t=100
Ind. 431	100	C1-1	1	Cap:t=100
Ind. 433	100	C2-1	0	Cap:t=100
Ind. 436	100	C0-1	0	Cap:t=100
Ind. 438	100	C5-2	0	Cap:t=100
Ind. 446	100	C0-10	0	Cap:t=100
Ind. 451	100	C2-6	1	Cap:t=100
Ind. 452	100	C1-7	1	Cap:t=100
Ind. 453	100	C1-7	1	Cap:t=100
Ind. 454	100	C3-6	0	Cap:t=100
Ind. 456	100	C6-10	0	Cap:t=100
Ind. 458	100	C2-7	0	Cap:t=100
Ind. 461	100	C2-6	0	Cap:t=100
Ind. 462	100	C5-10	0	Cap:t=100
Ind. 463	100	C1-4	0	Cap:t=100
Ind. 467	100	C4-7	1	Cap:t=100
Ind. 470	100	C3-4	1	Cap:t=100
Ind. 474	100	C2-3	0	Cap:t=100
Ind. 477	100	C3-3	0	Cap:t=100
Ind. 478	100	C2-0	1	Cap:t=100
Ind. 479	100	C3-1	1	Cap:t=100
Ind. 480	100	C1-10	0	Cap:t=100
Ind. 482	100	C3-0	1	Cap:t=100
Ind. 483	100	C6-0	1	Cap:t=100
Ind. 485	100	C2-6	0	Cap:t=100
Ind. 492	100	C3-2	0	Cap:t=100
Ind. 497	100	C3-10	1	Cap:t=100
Ind. 498	100	C0-10	1	Cap:t=100
Ind. 500	100	C0-8	1	Cap:t=100
Ind. 501	100	C1-9	1	Cap:t=100
Ind. 502	100	C0-6	1	Cap:t=100
Ind. 503	100	C3-5	1	Cap:t=100
Ind. 504	100	C0-9	0	Cap:t=100
Ind. 511	100	C3-9	1	Cap:t=100
Ind. 512	100	C3-8	1	Cap:t=100
Ind. 513	100	C4-7	1	Cap:t=100
Ind. 516	100	C8-2	1	Cap:t=100
Ind. 518	100	C0-8	0	Cap:t=100
Ind. 522	100	C3-2	1	Cap:t=100
Ind. 525	100	C0-6	0	Cap:t=100
Ind. 527	100	C0-3	0	Cap:t=100
Ind. 532	100	C0-4	0	Cap:t=100
Ind. 534	100	C3-6	0	Cap:t=100
Ind. 536	100	C1-1	0	Cap:t=100
Ind. 537	100	C1-0	1	Cap:t=100
Ind. 538	100	C3-6	0	Cap:t=100
Ind. 544	100	C2-2	1	Cap:t=100
Ind. 545	100	C3-3	1	Cap:t=100
Ind. 546	100	C2-3	0	Cap:t=100
Ind. 547	100	C2-2	0	Cap:t=100
Ind. 549	100	C3-2	0	Cap:t=100
Ind. 553	100	C1-9	0	Cap:t=100
Ind. 554	100	C0-9	0	Cap:t=100
Ind. 557	100	C2-5	0	Cap:t=100
Ind. 559	100	C1-8	0	Cap:t=100
Ind. 562	100	C5-8	1	Cap:t=100
Ind. 563	100	C1-8	0	Cap:t=100
Ind. 566	100	C1-2	1	Cap:t=100
Ind. 567	100	C1-3	0	Cap:t=100
Ind. 571	100	C1-6	0	Cap:t=100
Ind. 573	100	C0-9	1	Cap:t=100
Ind. 575	100	C0-7	1	Cap:t=100
Ind. 576	100	C0-4	1	Cap:t=100
Ind. 579	100	C3-5	1	Cap:t=100
Ind. 580	100	C5-3	0	Cap:t=100
Ind. 581	100	C0-9	0	Cap:t=100
Ind. 582	100	C1-4	1	Cap:t=100
Ind. 584	100	C1-7	0	Cap:t=100
Ind. 587	100	C1-2	0	Cap:t=100
Ind. 588	100	C6-0	1	Cap:t=100
Ind. 589	100	C2-1	0	Cap:t=100
Ind. 598	100	C3-0	0	Cap:t=100
Ind. 600	100	C0-6	1	Cap:t=100
Ind. 604	100	C0-2	0	Cap:t=100
