ID	Time	Loc	Capture name
Ind. 262	92	C9-1	Cap:t=92,C9-1
Ind. 435	92	C9-1	Cap:t=92,C9-1
Ind. 435	94	C9-1	Cap:t=94,C9-1
Ind. 59	96	C9-1	Cap:t=96,C9-1
Ind. 435	96	C9-1	Cap:t=96,C9-1
Ind. 218	98	C9-1	Cap:t=98,C9-1
Ind. 435	98	C9-1	Cap:t=98,C9-1
Ind. 197	100	C9-1	Cap:t=100,C9-1
Ind. 218	100	C9-1	Cap:t=100,C9-1
Ind. 435	100	C9-1	Cap:t=100,C9-1
Ind. 82	0	C9-5	Cap:t=0,C9-5
Ind. 83	0	C9-5	Cap:t=0,C9-5
Ind. 84	0	C9-5	Cap:t=0,C9-5
Ind. 85	0	C9-5	Cap:t=0,C9-5
Ind. 81	2	C9-5	Cap:t=2,C9-5
Ind. 83	2	C9-5	Cap:t=2,C9-5
Ind. 84	2	C9-5	Cap:t=2,C9-5
Ind. 81	4	C9-5	Cap:t=4,C9-5
Ind. 82	4	C9-5	Cap:t=4,C9-5
Ind. 84	4	C9-5	Cap:t=4,C9-5
Ind. 85	4	C9-5	Cap:t=4,C9-5
Ind. 98	6	C9-5	Cap:t=6,C9-5
Ind. 81	8	C9-5	Cap:t=8,C9-5
Ind. 82	8	C9-5	Cap:t=8,C9-5
Ind. 98	8	C9-5	Cap:t=8,C9-5
Ind. 85	10	C9-5	Cap:t=10,C9-5
Ind. 34	12	C9-5	Cap:t=12,C9-5
Ind. 85	12	C9-5	Cap:t=12,C9-5
Ind. 132	12	C9-5	Cap:t=12,C9-5
Ind. 34	14	C9-5	Cap:t=14,C9-5
Ind. 98	14	C9-5	Cap:t=14,C9-5
Ind. 85	16	C9-5	Cap:t=16,C9-5
Ind. 237	20	C9-5	Cap:t=20,C9-5
Ind. 28	22	C9-5	Cap:t=22,C9-5
Ind. 84	22	C9-5	Cap:t=22,C9-5
Ind. 143	22	C9-5	Cap:t=22,C9-5
Ind. 20	24	C9-5	Cap:t=24,C9-5
Ind. 84	24	C9-5	Cap:t=24,C9-5
Ind. 143	24	C9-5	Cap:t=24,C9-5
Ind. 84	26	C9-5	Cap:t=26,C9-5
Ind. 195	26	C9-5	Cap:t=26,C9-5
Ind. 20	28	C9-5	Cap:t=28,C9-5
Ind. 84	28	C9-5	Cap:t=28,C9-5
Ind. 87	28	C9-5	Cap:t=28,C9-5
Ind. 195	28	C9-5	Cap:t=28,C9-5
Ind. 78	30	C9-5	Cap:t=30,C9-5
Ind. 78	32	C9-5	Cap:t=32,C9-5
Ind. 84	32	C9-5	Cap:t=32,C9-5
Ind. 87	32	C9-5	Cap:t=32,C9-5
Ind. 99	32	C9-5	Cap:t=32,C9-5
Ind. 99	36	C9-5	Cap:t=36,C9-5
Ind. 154	38	C9-5	Cap:t=38,C9-5
Ind. 87	40	C9-5	Cap:t=40,C9-5
Ind. 238	40	C9-5	Cap:t=40,C9-5
Ind. 103	42	C9-5	Cap:t=42,C9-5
Ind. 53	44	C9-5	Cap:t=44,C9-5
Ind. 99	44	C9-5	Cap:t=44,C9-5
Ind. 199	44	C9-5	Cap:t=44,C9-5
Ind. 103	46	C9-5	Cap:t=46,C9-5
Ind. 21	48	C9-5	Cap:t=48,C9-5
Ind. 26	48	C9-5	Cap:t=48,C9-5
Ind. 201	48	C9-5	Cap:t=48,C9-5
Ind. 238	48	C9-5	Cap:t=48,C9-5
Ind. 253	48	C9-5	Cap:t=48,C9-5
Ind. 21	50	C9-5	Cap:t=50,C9-5
Ind. 26	50	C9-5	Cap:t=50,C9-5
Ind. 53	50	C9-5	Cap:t=50,C9-5
Ind. 61	50	C9-5	Cap:t=50,C9-5
Ind. 103	52	C9-5	Cap:t=52,C9-5
Ind. 238	52	C9-5	Cap:t=52,C9-5
Ind. 94	54	C9-5	Cap:t=54,C9-5
Ind. 104	54	C9-5	Cap:t=54,C9-5
Ind. 238	54	C9-5	Cap:t=54,C9-5
Ind. 53	56	C9-5	Cap:t=56,C9-5
Ind. 89	56	C9-5	Cap:t=56,C9-5
Ind. 94	56	C9-5	Cap:t=56,C9-5
Ind. 103	56	C9-5	Cap:t=56,C9-5
Ind. 109	56	C9-5	Cap:t=56,C9-5
Ind. 238	56	C9-5	Cap:t=56,C9-5
Ind. 238	58	C9-5	Cap:t=58,C9-5
Ind. 54	62	C9-5	Cap:t=62,C9-5
Ind. 31	64	C9-5	Cap:t=64,C9-5
Ind. 53	64	C9-5	Cap:t=64,C9-5
Ind. 143	64	C9-5	Cap:t=64,C9-5
Ind. 31	66	C9-5	Cap:t=66,C9-5
Ind. 42	66	C9-5	Cap:t=66,C9-5
Ind. 53	66	C9-5	Cap:t=66,C9-5
Ind. 124	66	C9-5	Cap:t=66,C9-5
Ind. 183	66	C9-5	Cap:t=66,C9-5
Ind. 305	66	C9-5	Cap:t=66,C9-5
Ind. 317	66	C9-5	Cap:t=66,C9-5
Ind. 31	68	C9-5	Cap:t=68,C9-5
Ind. 42	68	C9-5	Cap:t=68,C9-5
Ind. 54	68	C9-5	Cap:t=68,C9-5
Ind. 243	68	C9-5	Cap:t=68,C9-5
Ind. 124	70	C9-5	Cap:t=70,C9-5
Ind. 143	70	C9-5	Cap:t=70,C9-5
Ind. 305	70	C9-5	Cap:t=70,C9-5
Ind. 59	72	C9-5	Cap:t=72,C9-5
Ind. 305	72	C9-5	Cap:t=72,C9-5
Ind. 350	72	C9-5	Cap:t=72,C9-5
Ind. 59	74	C9-5	Cap:t=74,C9-5
Ind. 350	74	C9-5	Cap:t=74,C9-5
Ind. 61	76	C9-5	Cap:t=76,C9-5
Ind. 184	76	C9-5	Cap:t=76,C9-5
Ind. 305	76	C9-5	Cap:t=76,C9-5
Ind. 31	78	C9-5	Cap:t=78,C9-5
Ind. 77	78	C9-5	Cap:t=78,C9-5
Ind. 133	78	C9-5	Cap:t=78,C9-5
Ind. 184	78	C9-5	Cap:t=78,C9-5
Ind. 255	80	C9-5	Cap:t=80,C9-5
Ind. 31	82	C9-5	Cap:t=82,C9-5
Ind. 36	82	C9-5	Cap:t=82,C9-5
Ind. 59	82	C9-5	Cap:t=82,C9-5
Ind. 104	82	C9-5	Cap:t=82,C9-5
Ind. 36	84	C9-5	Cap:t=84,C9-5
Ind. 128	84	C9-5	Cap:t=84,C9-5
Ind. 184	84	C9-5	Cap:t=84,C9-5
Ind. 259	84	C9-5	Cap:t=84,C9-5
Ind. 104	86	C9-5	Cap:t=86,C9-5
Ind. 31	88	C9-5	Cap:t=88,C9-5
Ind. 292	88	C9-5	Cap:t=88,C9-5
Ind. 305	90	C9-5	Cap:t=90,C9-5
Ind. 305	92	C9-5	Cap:t=92,C9-5
Ind. 133	94	C9-5	Cap:t=94,C9-5
Ind. 243	94	C9-5	Cap:t=94,C9-5
Ind. 77	96	C9-5	Cap:t=96,C9-5
Ind. 77	98	C9-5	Cap:t=98,C9-5
Ind. 144	98	C9-5	Cap:t=98,C9-5
Ind. 207	98	C9-5	Cap:t=98,C9-5
Ind. 304	98	C9-5	Cap:t=98,C9-5
Ind. 77	100	C9-5	Cap:t=100,C9-5
Ind. 207	100	C9-5	Cap:t=100,C9-5
Ind. 259	100	C9-5	Cap:t=100,C9-5
Ind. 61	0	C9-9	Cap:t=0,C9-9
Ind. 64	0	C9-9	Cap:t=0,C9-9
Ind. 65	0	C9-9	Cap:t=0,C9-9
Ind. 63	2	C9-9	Cap:t=2,C9-9
Ind. 70	2	C9-9	Cap:t=2,C9-9
Ind. 63	4	C9-9	Cap:t=4,C9-9
Ind. 70	4	C9-9	Cap:t=4,C9-9
Ind. 118	6	C9-9	Cap:t=6,C9-9
Ind. 70	8	C9-9	Cap:t=8,C9-9
Ind. 73	8	C9-9	Cap:t=8,C9-9
Ind. 113	8	C9-9	Cap:t=8,C9-9
Ind. 63	10	C9-9	Cap:t=10,C9-9
Ind. 5	12	C9-9	Cap:t=12,C9-9
Ind. 67	12	C9-9	Cap:t=12,C9-9
Ind. 73	12	C9-9	Cap:t=12,C9-9
Ind. 113	12	C9-9	Cap:t=12,C9-9
Ind. 3	16	C9-9	Cap:t=16,C9-9
Ind. 6	18	C9-9	Cap:t=18,C9-9
Ind. 73	18	C9-9	Cap:t=18,C9-9
Ind. 3	20	C9-9	Cap:t=20,C9-9
Ind. 12	20	C9-9	Cap:t=20,C9-9
Ind. 119	28	C9-9	Cap:t=28,C9-9
Ind. 60	32	C9-9	Cap:t=32,C9-9
Ind. 112	32	C9-9	Cap:t=32,C9-9
Ind. 120	32	C9-9	Cap:t=32,C9-9
Ind. 177	32	C9-9	Cap:t=32,C9-9
Ind. 13	34	C9-9	Cap:t=34,C9-9
Ind. 112	34	C9-9	Cap:t=34,C9-9
Ind. 13	36	C9-9	Cap:t=36,C9-9
Ind. 60	36	C9-9	Cap:t=36,C9-9
Ind. 111	36	C9-9	Cap:t=36,C9-9
Ind. 13	38	C9-9	Cap:t=38,C9-9
Ind. 60	38	C9-9	Cap:t=38,C9-9
Ind. 70	38	C9-9	Cap:t=38,C9-9
Ind. 81	38	C9-9	Cap:t=38,C9-9
Ind. 111	38	C9-9	Cap:t=38,C9-9
Ind. 13	40	C9-9	Cap:t=40,C9-9
Ind. 81	40	C9-9	Cap:t=40,C9-9
Ind. 71	42	C9-9	Cap:t=42,C9-9
Ind. 111	42	C9-9	Cap:t=42,C9-9
Ind. 64	44	C9-9	Cap:t=44,C9-9
Ind. 175	46	C9-9	Cap:t=46,C9-9
Ind. 245	46	C9-9	Cap:t=46,C9-9
Ind. 111	48	C9-9	Cap:t=48,C9-9
Ind. 123	48	C9-9	Cap:t=48,C9-9
Ind. 130	48	C9-9	Cap:t=48,C9-9
Ind. 175	48	C9-9	Cap:t=48,C9-9
Ind. 245	48	C9-9	Cap:t=48,C9-9
Ind. 175	50	C9-9	Cap:t=50,C9-9
Ind. 5	52	C9-9	Cap:t=52,C9-9
Ind. 14	54	C9-9	Cap:t=54,C9-9
Ind. 169	56	C9-9	Cap:t=56,C9-9
Ind. 132	60	C9-9	Cap:t=60,C9-9
Ind. 18	62	C9-9	Cap:t=62,C9-9
Ind. 132	62	C9-9	Cap:t=62,C9-9
Ind. 245	62	C9-9	Cap:t=62,C9-9
Ind. 18	64	C9-9	Cap:t=64,C9-9
Ind. 132	64	C9-9	Cap:t=64,C9-9
Ind. 1	66	C9-9	Cap:t=66,C9-9
Ind. 1	68	C9-9	Cap:t=68,C9-9
Ind. 8	70	C9-9	Cap:t=70,C9-9
Ind. 72	70	C9-9	Cap:t=70,C9-9
Ind. 5	72	C9-9	Cap:t=72,C9-9
Ind. 72	72	C9-9	Cap:t=72,C9-9
Ind. 2	74	C9-9	Cap:t=74,C9-9
Ind. 5	74	C9-9	Cap:t=74,C9-9
Ind. 72	74	C9-9	Cap:t=74,C9-9
Ind. 175	80	C9-9	Cap:t=80,C9-9
Ind. 222	80	C9-9	Cap:t=80,C9-9
Ind. 177	84	C9-9	Cap:t=84,C9-9
Ind. 9	86	C9-9	Cap:t=86,C9-9
Ind. 63	86	C9-9	Cap:t=86,C9-9
Ind. 177	86	C9-9	Cap:t=86,C9-9
Ind. 239	86	C9-9	Cap:t=86,C9-9
Ind. 9	90	C9-9	Cap:t=90,C9-9
Ind. 195	90	C9-9	Cap:t=90,C9-9
Ind. 123	92	C9-9	Cap:t=92,C9-9
Ind. 113	94	C9-9	Cap:t=94,C9-9
Ind. 177	94	C9-9	Cap:t=94,C9-9
Ind. 113	96	C9-9	Cap:t=96,C9-9
Ind. 5	98	C9-9	Cap:t=98,C9-9
Ind. 74	98	C9-9	Cap:t=98,C9-9
Ind. 81	98	C9-9	Cap:t=98,C9-9
Ind. 222	98	C9-9	Cap:t=98,C9-9
Ind. 5	100	C9-9	Cap:t=100,C9-9
Ind. 81	100	C9-9	Cap:t=100,C9-9
Ind. 177	100	C9-9	Cap:t=100,C9-9
Ind. 298	100	C9-9	Cap:t=100,C9-9
