"ID","t","Age"
"Sim-Animal-Ind-131",90,"!"
"Sim-Animal-Ind-131",100,"!"
"Sim-Animal-Ind-132",10,"!"
"Sim-Animal-Ind-132",20,"!"
"Sim-Animal-Ind-132",30,"!"
"Sim-Animal-Ind-132",40,"A4"
"Sim-Animal-Ind-132",50,"!"
"Sim-Animal-Ind-132",60,"!"
"Sim-Animal-Ind-132",70,"!"
"Sim-Animal-Ind-132",80,"!"
"Sim-Animal-Ind-132",90,"!"
"Sim-Animal-Ind-132",100,"!"
"Sim-Animal-Ind-133",10,"!"
"Sim-Animal-Ind-133",20,"!"
"Sim-Animal-Ind-133",30,"!"
"Sim-Animal-Ind-133",40,"A4"
"Sim-Animal-Ind-133",50,"A10+"
"Sim-Animal-Ind-133",60,"A10+"
"Sim-Animal-Ind-133",70,"!"
"Sim-Animal-Ind-133",80,"!"
"Sim-Animal-Ind-133",90,"!"
"Sim-Animal-Ind-133",100,"!"
"Sim-Animal-Ind-134",10,"!"
"Sim-Animal-Ind-134",20,"!"
"Sim-Animal-Ind-134",30,"!"
"Sim-Animal-Ind-134",40,"A4"
"Sim-Animal-Ind-134",50,"A10+"
"Sim-Animal-Ind-134",60,"A10+"
"Sim-Animal-Ind-134",70,"A10+"
"Sim-Animal-Ind-134",80,"A10+"
"Sim-Animal-Ind-134",90,"!"
"Sim-Animal-Ind-134",100,"!"
"Sim-Animal-Ind-135",10,"!"
"Sim-Animal-Ind-135",20,"!"
"Sim-Animal-Ind-135",30,"!"
"Sim-Animal-Ind-135",40,"A4"
"Sim-Animal-Ind-135",50,"A10+"
"Sim-Animal-Ind-135",60,"A10+"
"Sim-Animal-Ind-135",70,"!"
"Sim-Animal-Ind-135",80,"!"
"Sim-Animal-Ind-135",90,"!"
"Sim-Animal-Ind-135",100,"!"
"Sim-Animal-Ind-136",10,"!"
"Sim-Animal-Ind-136",20,"!"
"Sim-Animal-Ind-136",30,"!"
"Sim-Animal-Ind-136",40,"A4"
"Sim-Animal-Ind-136",50,"A10+"
"Sim-Animal-Ind-136",60,"!"
"Sim-Animal-Ind-136",70,"!"
"Sim-Animal-Ind-136",80,"!"
"Sim-Animal-Ind-136",90,"!"
"Sim-Animal-Ind-136",100,"!"
"Sim-Animal-Ind-137",10,"!"
"Sim-Animal-Ind-137",20,"!"
"Sim-Animal-Ind-137",30,"!"
"Sim-Animal-Ind-137",40,"!"
"Sim-Animal-Ind-137",50,"!"
"Sim-Animal-Ind-137",60,"!"
"Sim-Animal-Ind-137",70,"!"
"Sim-Animal-Ind-137",80,"!"
"Sim-Animal-Ind-137",90,"!"
"Sim-Animal-Ind-137",100,"!"
"Sim-Animal-Ind-138",10,"!"
"Sim-Animal-Ind-138",20,"!"
"Sim-Animal-Ind-138",30,"!"
"Sim-Animal-Ind-138",40,"!"
"Sim-Animal-Ind-138",50,"!"
"Sim-Animal-Ind-138",60,"!"
"Sim-Animal-Ind-138",70,"!"
"Sim-Animal-Ind-138",80,"!"
"Sim-Animal-Ind-138",90,"!"
"Sim-Animal-Ind-138",100,"!"
"Sim-Animal-Ind-139",10,"!"
"Sim-Animal-Ind-139",20,"!"
"Sim-Animal-Ind-139",30,"!"
"Sim-Animal-Ind-139",40,"A4"
"Sim-Animal-Ind-139",50,"A10+"
"Sim-Animal-Ind-139",60,"A10+"
"Sim-Animal-Ind-139",70,"A10+"
"Sim-Animal-Ind-139",80,"!"
"Sim-Animal-Ind-139",90,"!"
"Sim-Animal-Ind-139",100,"!"
"Sim-Animal-Ind-140",10,"!"
"Sim-Animal-Ind-140",20,"!"
"Sim-Animal-Ind-140",30,"!"
"Sim-Animal-Ind-140",40,"!"
"Sim-Animal-Ind-140",50,"!"
"Sim-Animal-Ind-140",60,"!"
"Sim-Animal-Ind-140",70,"!"
"Sim-Animal-Ind-140",80,"!"
"Sim-Animal-Ind-140",90,"!"
"Sim-Animal-Ind-140",100,"!"
"Sim-Animal-Ind-141",10,"!"
"Sim-Animal-Ind-141",20,"!"
"Sim-Animal-Ind-141",30,"!"
"Sim-Animal-Ind-141",40,"A4"
"Sim-Animal-Ind-141",50,"A10+"
"Sim-Animal-Ind-141",60,"A10+"
"Sim-Animal-Ind-141",70,"A10+"
"Sim-Animal-Ind-141",80,"!"
"Sim-Animal-Ind-141",90,"!"
"Sim-Animal-Ind-141",100,"!"
"Sim-Animal-Ind-142",10,"!"
"Sim-Animal-Ind-142",20,"!"
"Sim-Animal-Ind-142",30,"!"
"Sim-Animal-Ind-142",40,"A4"
"Sim-Animal-Ind-142",50,"!"
"Sim-Animal-Ind-142",60,"!"
"Sim-Animal-Ind-142",70,"!"
"Sim-Animal-Ind-142",80,"!"
"Sim-Animal-Ind-142",90,"!"
"Sim-Animal-Ind-142",100,"!"
"Sim-Animal-Ind-143",10,"!"
"Sim-Animal-Ind-143",20,"!"
"Sim-Animal-Ind-143",30,"!"
"Sim-Animal-Ind-143",40,"A4"
"Sim-Animal-Ind-143",50,"A10+"
"Sim-Animal-Ind-143",60,"!"
"Sim-Animal-Ind-143",70,"!"
"Sim-Animal-Ind-143",80,"!"
"Sim-Animal-Ind-143",90,"!"
"Sim-Animal-Ind-143",100,"!"
"Sim-Animal-Ind-144",10,"!"
"Sim-Animal-Ind-144",20,"!"
"Sim-Animal-Ind-144",30,"!"
"Sim-Animal-Ind-144",40,"A4"
"Sim-Animal-Ind-144",50,"A10+"
"Sim-Animal-Ind-144",60,"A10+"
"Sim-Animal-Ind-144",70,"!"
"Sim-Animal-Ind-144",80,"!"
"Sim-Animal-Ind-144",90,"!"
"Sim-Animal-Ind-144",100,"!"
"Sim-Animal-Ind-145",10,"!"
"Sim-Animal-Ind-145",20,"!"
"Sim-Animal-Ind-145",30,"!"
"Sim-Animal-Ind-145",40,"A4"
"Sim-Animal-Ind-145",50,"A10+"
"Sim-Animal-Ind-145",60,"A10+"
"Sim-Animal-Ind-145",70,"!"
"Sim-Animal-Ind-145",80,"!"
"Sim-Animal-Ind-145",90,"!"
"Sim-Animal-Ind-145",100,"!"
"Sim-Animal-Ind-146",10,"!"
"Sim-Animal-Ind-146",20,"!"
"Sim-Animal-Ind-146",30,"!"
"Sim-Animal-Ind-146",40,"A4"
"Sim-Animal-Ind-146",50,"A10+"
"Sim-Animal-Ind-146",60,"A10+"
"Sim-Animal-Ind-146",70,"!"
"Sim-Animal-Ind-146",80,"!"
"Sim-Animal-Ind-146",90,"!"
"Sim-Animal-Ind-146",100,"!"
"Sim-Animal-Ind-147",10,"!"
"Sim-Animal-Ind-147",20,"!"
"Sim-Animal-Ind-147",30,"!"
"Sim-Animal-Ind-147",40,"!"
"Sim-Animal-Ind-147",50,"!"
"Sim-Animal-Ind-147",60,"!"
"Sim-Animal-Ind-147",70,"!"
"Sim-Animal-Ind-147",80,"!"
"Sim-Animal-Ind-147",90,"!"
"Sim-Animal-Ind-147",100,"!"
"Sim-Animal-Ind-148",10,"!"
"Sim-Animal-Ind-148",20,"!"
"Sim-Animal-Ind-148",30,"!"
"Sim-Animal-Ind-148",40,"A4"
"Sim-Animal-Ind-148",50,"A10+"
"Sim-Animal-Ind-148",60,"!"
"Sim-Animal-Ind-148",70,"!"
"Sim-Animal-Ind-148",80,"!"
"Sim-Animal-Ind-148",90,"!"
"Sim-Animal-Ind-148",100,"!"
"Sim-Animal-Ind-149",10,"!"
"Sim-Animal-Ind-149",20,"!"
"Sim-Animal-Ind-149",30,"!"
"Sim-Animal-Ind-149",40,"A4"
"Sim-Animal-Ind-149",50,"A10+"
"Sim-Animal-Ind-149",60,"A10+"
"Sim-Animal-Ind-149",70,"A10+"
"Sim-Animal-Ind-149",80,"A10+"
"Sim-Animal-Ind-149",90,"!"
"Sim-Animal-Ind-149",100,"!"
"Sim-Animal-Ind-150",10,"!"
"Sim-Animal-Ind-150",20,"!"
"Sim-Animal-Ind-150",30,"!"
"Sim-Animal-Ind-150",40,"!"
"Sim-Animal-Ind-150",50,"!"
"Sim-Animal-Ind-150",60,"!"
"Sim-Animal-Ind-150",70,"!"
"Sim-Animal-Ind-150",80,"!"
"Sim-Animal-Ind-150",90,"!"
"Sim-Animal-Ind-150",100,"!"
"Sim-Animal-Ind-151",10,"!"
"Sim-Animal-Ind-151",20,"!"
"Sim-Animal-Ind-151",30,"!"
"Sim-Animal-Ind-151",40,"A4"
"Sim-Animal-Ind-151",50,"!"
"Sim-Animal-Ind-151",60,"!"
"Sim-Animal-Ind-151",70,"!"
"Sim-Animal-Ind-151",80,"!"
"Sim-Animal-Ind-151",90,"!"
"Sim-Animal-Ind-151",100,"!"
"Sim-Animal-Ind-152",10,"!"
"Sim-Animal-Ind-152",20,"!"
"Sim-Animal-Ind-152",30,"!"
"Sim-Animal-Ind-152",40,"A1"
"Sim-Animal-Ind-152",50,"!"
"Sim-Animal-Ind-152",60,"!"
"Sim-Animal-Ind-152",70,"!"
"Sim-Animal-Ind-152",80,"!"
"Sim-Animal-Ind-152",90,"!"
"Sim-Animal-Ind-152",100,"!"
"Sim-Animal-Ind-153",10,"!"
"Sim-Animal-Ind-153",20,"!"
"Sim-Animal-Ind-153",30,"!"
"Sim-Animal-Ind-153",40,"A1"
"Sim-Animal-Ind-153",50,"A10+"
"Sim-Animal-Ind-153",60,"!"
"Sim-Animal-Ind-153",70,"!"
"Sim-Animal-Ind-153",80,"!"
"Sim-Animal-Ind-153",90,"!"
"Sim-Animal-Ind-153",100,"!"
"Sim-Animal-Ind-154",10,"!"
"Sim-Animal-Ind-154",20,"!"
"Sim-Animal-Ind-154",30,"!"
"Sim-Animal-Ind-154",40,"A1"
"Sim-Animal-Ind-154",50,"!"
"Sim-Animal-Ind-154",60,"!"
"Sim-Animal-Ind-154",70,"!"
"Sim-Animal-Ind-154",80,"!"
"Sim-Animal-Ind-154",90,"!"
"Sim-Animal-Ind-154",100,"!"
"Sim-Animal-Ind-155",10,"!"
"Sim-Animal-Ind-155",20,"!"
"Sim-Animal-Ind-155",30,"!"
"Sim-Animal-Ind-155",40,"!"
"Sim-Animal-Ind-155",50,"!"
"Sim-Animal-Ind-155",60,"!"
"Sim-Animal-Ind-155",70,"!"
"Sim-Animal-Ind-155",80,"!"
"Sim-Animal-Ind-155",90,"!"
"Sim-Animal-Ind-155",100,"!"
"Sim-Animal-Ind-156",10,"!"
"Sim-Animal-Ind-156",20,"!"
"Sim-Animal-Ind-156",30,"!"
"Sim-Animal-Ind-156",40,"A1"
"Sim-Animal-Ind-156",50,"A10+"
"Sim-Animal-Ind-156",60,"!"
"Sim-Animal-Ind-156",70,"!"
"Sim-Animal-Ind-156",80,"!"
"Sim-Animal-Ind-156",90,"!"
"Sim-Animal-Ind-156",100,"!"
"Sim-Animal-Ind-157",10,"!"
"Sim-Animal-Ind-157",20,"!"
"Sim-Animal-Ind-157",30,"!"
"Sim-Animal-Ind-157",40,"A1"
"Sim-Animal-Ind-157",50,"!"
"Sim-Animal-Ind-157",60,"!"
"Sim-Animal-Ind-157",70,"!"
"Sim-Animal-Ind-157",80,"!"
"Sim-Animal-Ind-157",90,"!"
"Sim-Animal-Ind-157",100,"!"
"Sim-Animal-Ind-158",10,"!"
"Sim-Animal-Ind-158",20,"!"
"Sim-Animal-Ind-158",30,"!"
"Sim-Animal-Ind-158",40,"!"
"Sim-Animal-Ind-158",50,"!"
"Sim-Animal-Ind-158",60,"!"
"Sim-Animal-Ind-158",70,"!"
"Sim-Animal-Ind-158",80,"!"
"Sim-Animal-Ind-158",90,"!"
"Sim-Animal-Ind-158",100,"!"
"Sim-Animal-Ind-159",10,"!"
"Sim-Animal-Ind-159",20,"!"
"Sim-Animal-Ind-159",30,"!"
"Sim-Animal-Ind-159",40,"A1"
"Sim-Animal-Ind-159",50,"!"
"Sim-Animal-Ind-159",60,"!"
"Sim-Animal-Ind-159",70,"!"
"Sim-Animal-Ind-159",80,"!"
"Sim-Animal-Ind-159",90,"!"
"Sim-Animal-Ind-159",100,"!"
"Sim-Animal-Ind-160",10,"!"
"Sim-Animal-Ind-160",20,"!"
"Sim-Animal-Ind-160",30,"!"
"Sim-Animal-Ind-160",40,"A1"
"Sim-Animal-Ind-160",50,"A10+"
"Sim-Animal-Ind-160",60,"A10+"
"Sim-Animal-Ind-160",70,"A10+"
"Sim-Animal-Ind-160",80,"A10+"
"Sim-Animal-Ind-160",90,"A10+"
"Sim-Animal-Ind-160",100,"!"
"Sim-Animal-Ind-161",10,"!"
"Sim-Animal-Ind-161",20,"!"
"Sim-Animal-Ind-161",30,"!"
"Sim-Animal-Ind-161",40,"A1"
"Sim-Animal-Ind-161",50,"!"
"Sim-Animal-Ind-161",60,"!"
"Sim-Animal-Ind-161",70,"!"
"Sim-Animal-Ind-161",80,"!"
"Sim-Animal-Ind-161",90,"!"
"Sim-Animal-Ind-161",100,"!"
"Sim-Animal-Ind-162",10,"!"
"Sim-Animal-Ind-162",20,"!"
"Sim-Animal-Ind-162",30,"!"
"Sim-Animal-Ind-162",40,"A1"
"Sim-Animal-Ind-162",50,"!"
"Sim-Animal-Ind-162",60,"!"
"Sim-Animal-Ind-162",70,"!"
"Sim-Animal-Ind-162",80,"!"
"Sim-Animal-Ind-162",90,"!"
"Sim-Animal-Ind-162",100,"!"
"Sim-Animal-Ind-163",10,"!"
"Sim-Animal-Ind-163",20,"!"
"Sim-Animal-Ind-163",30,"!"
"Sim-Animal-Ind-163",40,"A1"
"Sim-Animal-Ind-163",50,"!"
"Sim-Animal-Ind-163",60,"!"
"Sim-Animal-Ind-163",70,"!"
"Sim-Animal-Ind-163",80,"!"
"Sim-Animal-Ind-163",90,"!"
"Sim-Animal-Ind-163",100,"!"
"Sim-Animal-Ind-164",10,"!"
"Sim-Animal-Ind-164",20,"!"
"Sim-Animal-Ind-164",30,"!"
"Sim-Animal-Ind-164",40,"A1"
"Sim-Animal-Ind-164",50,"A10+"
"Sim-Animal-Ind-164",60,"!"
"Sim-Animal-Ind-164",70,"!"
"Sim-Animal-Ind-164",80,"!"
"Sim-Animal-Ind-164",90,"!"
"Sim-Animal-Ind-164",100,"!"
"Sim-Animal-Ind-165",10,"!"
"Sim-Animal-Ind-165",20,"!"
"Sim-Animal-Ind-165",30,"!"
"Sim-Animal-Ind-165",40,"A1"
"Sim-Animal-Ind-165",50,"!"
"Sim-Animal-Ind-165",60,"!"
"Sim-Animal-Ind-165",70,"!"
"Sim-Animal-Ind-165",80,"!"
"Sim-Animal-Ind-165",90,"!"
"Sim-Animal-Ind-165",100,"!"
"Sim-Animal-Ind-166",10,"!"
"Sim-Animal-Ind-166",20,"!"
"Sim-Animal-Ind-166",30,"!"
"Sim-Animal-Ind-166",40,"A1"
"Sim-Animal-Ind-166",50,"!"
"Sim-Animal-Ind-166",60,"!"
"Sim-Animal-Ind-166",70,"!"
"Sim-Animal-Ind-166",80,"!"
"Sim-Animal-Ind-166",90,"!"
"Sim-Animal-Ind-166",100,"!"
"Sim-Animal-Ind-167",10,"!"
"Sim-Animal-Ind-167",20,"!"
"Sim-Animal-Ind-167",30,"!"
"Sim-Animal-Ind-167",40,"A1"
"Sim-Animal-Ind-167",50,"A10+"
"Sim-Animal-Ind-167",60,"A10+"
"Sim-Animal-Ind-167",70,"A10+"
"Sim-Animal-Ind-167",80,"!"
"Sim-Animal-Ind-167",90,"!"
"Sim-Animal-Ind-167",100,"!"
"Sim-Animal-Ind-168",10,"!"
"Sim-Animal-Ind-168",20,"!"
"Sim-Animal-Ind-168",30,"!"
"Sim-Animal-Ind-168",40,"A1"
"Sim-Animal-Ind-168",50,"!"
"Sim-Animal-Ind-168",60,"!"
"Sim-Animal-Ind-168",70,"!"
"Sim-Animal-Ind-168",80,"!"
"Sim-Animal-Ind-168",90,"!"
"Sim-Animal-Ind-168",100,"!"
"Sim-Animal-Ind-169",10,"!"
"Sim-Animal-Ind-169",20,"!"
"Sim-Animal-Ind-169",30,"!"
"Sim-Animal-Ind-169",40,"A1"
"Sim-Animal-Ind-169",50,"!"
"Sim-Animal-Ind-169",60,"!"
"Sim-Animal-Ind-169",70,"!"
"Sim-Animal-Ind-169",80,"!"
"Sim-Animal-Ind-169",90,"!"
"Sim-Animal-Ind-169",100,"!"
"Sim-Animal-Ind-170",10,"!"
"Sim-Animal-Ind-170",20,"!"
"Sim-Animal-Ind-170",30,"!"
"Sim-Animal-Ind-170",40,"A1"
"Sim-Animal-Ind-170",50,"!"
"Sim-Animal-Ind-170",60,"!"
"Sim-Animal-Ind-170",70,"!"
"Sim-Animal-Ind-170",80,"!"
"Sim-Animal-Ind-170",90,"!"
"Sim-Animal-Ind-170",100,"!"
"Sim-Animal-Ind-171",10,"!"
"Sim-Animal-Ind-171",20,"!"
"Sim-Animal-Ind-171",30,"!"
"Sim-Animal-Ind-171",40,"!"
"Sim-Animal-Ind-171",50,"!"
"Sim-Animal-Ind-171",60,"!"
"Sim-Animal-Ind-171",70,"!"
"Sim-Animal-Ind-171",80,"!"
"Sim-Animal-Ind-171",90,"!"
"Sim-Animal-Ind-171",100,"!"
"Sim-Animal-Ind-172",10,"!"
"Sim-Animal-Ind-172",20,"!"
"Sim-Animal-Ind-172",30,"!"
"Sim-Animal-Ind-172",40,"A1"
"Sim-Animal-Ind-172",50,"A10+"
"Sim-Animal-Ind-172",60,"!"
"Sim-Animal-Ind-172",70,"!"
"Sim-Animal-Ind-172",80,"!"
"Sim-Animal-Ind-172",90,"!"
"Sim-Animal-Ind-172",100,"!"
"Sim-Animal-Ind-173",10,"!"
"Sim-Animal-Ind-173",20,"!"
"Sim-Animal-Ind-173",30,"!"
"Sim-Animal-Ind-173",40,"A1"
"Sim-Animal-Ind-173",50,"!"
"Sim-Animal-Ind-173",60,"!"
"Sim-Animal-Ind-173",70,"!"
"Sim-Animal-Ind-173",80,"!"
"Sim-Animal-Ind-173",90,"!"
"Sim-Animal-Ind-173",100,"!"
"Sim-Animal-Ind-174",10,"!"
"Sim-Animal-Ind-174",20,"!"
"Sim-Animal-Ind-174",30,"!"
"Sim-Animal-Ind-174",40,"A1"
"Sim-Animal-Ind-174",50,"A10+"
"Sim-Animal-Ind-174",60,"A10+"
"Sim-Animal-Ind-174",70,"A10+"
"Sim-Animal-Ind-174",80,"!"
"Sim-Animal-Ind-174",90,"!"
"Sim-Animal-Ind-174",100,"!"
"Sim-Animal-Ind-175",10,"!"
"Sim-Animal-Ind-175",20,"!"
"Sim-Animal-Ind-175",30,"!"
"Sim-Animal-Ind-175",40,"A1"
"Sim-Animal-Ind-175",50,"!"
"Sim-Animal-Ind-175",60,"!"
"Sim-Animal-Ind-175",70,"!"
"Sim-Animal-Ind-175",80,"!"
"Sim-Animal-Ind-175",90,"!"
"Sim-Animal-Ind-175",100,"!"
"Sim-Animal-Ind-176",10,"!"
"Sim-Animal-Ind-176",20,"!"
"Sim-Animal-Ind-176",30,"!"
"Sim-Animal-Ind-176",40,"!"
"Sim-Animal-Ind-176",50,"!"
"Sim-Animal-Ind-176",60,"!"
"Sim-Animal-Ind-176",70,"!"
"Sim-Animal-Ind-176",80,"!"
"Sim-Animal-Ind-176",90,"!"
"Sim-Animal-Ind-176",100,"!"
"Sim-Animal-Ind-177",10,"!"
"Sim-Animal-Ind-177",20,"!"
"Sim-Animal-Ind-177",30,"!"
"Sim-Animal-Ind-177",40,"A1"
"Sim-Animal-Ind-177",50,"!"
"Sim-Animal-Ind-177",60,"!"
"Sim-Animal-Ind-177",70,"!"
"Sim-Animal-Ind-177",80,"!"
"Sim-Animal-Ind-177",90,"!"
"Sim-Animal-Ind-177",100,"!"
"Sim-Animal-Ind-178",10,"!"
"Sim-Animal-Ind-178",20,"!"
"Sim-Animal-Ind-178",30,"!"
"Sim-Animal-Ind-178",40,"A1"
"Sim-Animal-Ind-178",50,"A10+"
"Sim-Animal-Ind-178",60,"A10+"
"Sim-Animal-Ind-178",70,"!"
"Sim-Animal-Ind-178",80,"!"
"Sim-Animal-Ind-178",90,"!"
"Sim-Animal-Ind-178",100,"!"
"Sim-Animal-Ind-179",10,"!"
"Sim-Animal-Ind-179",20,"!"
"Sim-Animal-Ind-179",30,"!"
"Sim-Animal-Ind-179",40,"A1"
"Sim-Animal-Ind-179",50,"A10+"
"Sim-Animal-Ind-179",60,"A10+"
"Sim-Animal-Ind-179",70,"A10+"
"Sim-Animal-Ind-179",80,"A10+"
"Sim-Animal-Ind-179",90,"!"
"Sim-Animal-Ind-179",100,"!"
"Sim-Animal-Ind-180",10,"!"
"Sim-Animal-Ind-180",20,"!"
"Sim-Animal-Ind-180",30,"!"
"Sim-Animal-Ind-180",40,"A0"
"Sim-Animal-Ind-180",50,"!"
"Sim-Animal-Ind-180",60,"!"
"Sim-Animal-Ind-180",70,"!"
"Sim-Animal-Ind-180",80,"!"
"Sim-Animal-Ind-180",90,"!"
"Sim-Animal-Ind-180",100,"!"
"Sim-Animal-Ind-181",10,"!"
"Sim-Animal-Ind-181",20,"!"
"Sim-Animal-Ind-181",30,"!"
"Sim-Animal-Ind-181",40,"A0"
"Sim-Animal-Ind-181",50,"A10+"
"Sim-Animal-Ind-181",60,"A10+"
"Sim-Animal-Ind-181",70,"A10+"
"Sim-Animal-Ind-181",80,"A10+"
"Sim-Animal-Ind-181",90,"!"
"Sim-Animal-Ind-181",100,"!"
"Sim-Animal-Ind-182",10,"!"
"Sim-Animal-Ind-182",20,"!"
"Sim-Animal-Ind-182",30,"!"
"Sim-Animal-Ind-182",40,"!"
"Sim-Animal-Ind-182",50,"!"
"Sim-Animal-Ind-182",60,"!"
"Sim-Animal-Ind-182",70,"!"
"Sim-Animal-Ind-182",80,"!"
"Sim-Animal-Ind-182",90,"!"
"Sim-Animal-Ind-182",100,"!"
"Sim-Animal-Ind-183",10,"!"
"Sim-Animal-Ind-183",20,"!"
"Sim-Animal-Ind-183",30,"!"
"Sim-Animal-Ind-183",40,"A0"
"Sim-Animal-Ind-183",50,"!"
"Sim-Animal-Ind-183",60,"!"
"Sim-Animal-Ind-183",70,"!"
"Sim-Animal-Ind-183",80,"!"
"Sim-Animal-Ind-183",90,"!"
"Sim-Animal-Ind-183",100,"!"
"Sim-Animal-Ind-184",10,"!"
"Sim-Animal-Ind-184",20,"!"
"Sim-Animal-Ind-184",30,"!"
"Sim-Animal-Ind-184",40,"A0"
"Sim-Animal-Ind-184",50,"A10+"
"Sim-Animal-Ind-184",60,"!"
"Sim-Animal-Ind-184",70,"!"
"Sim-Animal-Ind-184",80,"!"
"Sim-Animal-Ind-184",90,"!"
"Sim-Animal-Ind-184",100,"!"
"Sim-Animal-Ind-185",10,"!"
"Sim-Animal-Ind-185",20,"!"
"Sim-Animal-Ind-185",30,"!"
"Sim-Animal-Ind-185",40,"A0"
"Sim-Animal-Ind-185",50,"A10+"
"Sim-Animal-Ind-185",60,"A10+"
"Sim-Animal-Ind-185",70,"A10+"
"Sim-Animal-Ind-185",80,"A10+"
"Sim-Animal-Ind-185",90,"!"
"Sim-Animal-Ind-185",100,"!"
"Sim-Animal-Ind-186",10,"!"
"Sim-Animal-Ind-186",20,"!"
"Sim-Animal-Ind-186",30,"!"
"Sim-Animal-Ind-186",40,"A0"
"Sim-Animal-Ind-186",50,"A10+"
"Sim-Animal-Ind-186",60,"A10+"
"Sim-Animal-Ind-186",70,"!"
"Sim-Animal-Ind-186",80,"!"
"Sim-Animal-Ind-186",90,"!"
"Sim-Animal-Ind-186",100,"!"
"Sim-Animal-Ind-187",10,"!"
"Sim-Animal-Ind-187",20,"!"
"Sim-Animal-Ind-187",30,"!"
"Sim-Animal-Ind-187",40,"A0"
"Sim-Animal-Ind-187",50,"A10+"
"Sim-Animal-Ind-187",60,"A10+"
"Sim-Animal-Ind-187",70,"A10+"
"Sim-Animal-Ind-187",80,"!"
"Sim-Animal-Ind-187",90,"!"
"Sim-Animal-Ind-187",100,"!"
"Sim-Animal-Ind-188",10,"!"
"Sim-Animal-Ind-188",20,"!"
"Sim-Animal-Ind-188",30,"!"
"Sim-Animal-Ind-188",40,"A0"
"Sim-Animal-Ind-188",50,"A10+"
"Sim-Animal-Ind-188",60,"A10+"
"Sim-Animal-Ind-188",70,"!"
"Sim-Animal-Ind-188",80,"!"
"Sim-Animal-Ind-188",90,"!"
"Sim-Animal-Ind-188",100,"!"
"Sim-Animal-Ind-189",10,"!"
"Sim-Animal-Ind-189",20,"!"
"Sim-Animal-Ind-189",30,"!"
"Sim-Animal-Ind-189",40,"A0"
"Sim-Animal-Ind-189",50,"A10+"
"Sim-Animal-Ind-189",60,"!"
"Sim-Animal-Ind-189",70,"!"
"Sim-Animal-Ind-189",80,"!"
"Sim-Animal-Ind-189",90,"!"
"Sim-Animal-Ind-189",100,"!"
"Sim-Animal-Ind-190",10,"!"
"Sim-Animal-Ind-190",20,"!"
"Sim-Animal-Ind-190",30,"!"
"Sim-Animal-Ind-190",40,"!"
"Sim-Animal-Ind-190",50,"A4"
"Sim-Animal-Ind-190",60,"!"
"Sim-Animal-Ind-190",70,"!"
"Sim-Animal-Ind-190",80,"!"
"Sim-Animal-Ind-190",90,"!"
"Sim-Animal-Ind-190",100,"!"
"Sim-Animal-Ind-191",10,"!"
"Sim-Animal-Ind-191",20,"!"
"Sim-Animal-Ind-191",30,"!"
"Sim-Animal-Ind-191",40,"!"
"Sim-Animal-Ind-191",50,"!"
"Sim-Animal-Ind-191",60,"!"
"Sim-Animal-Ind-191",70,"!"
"Sim-Animal-Ind-191",80,"!"
"Sim-Animal-Ind-191",90,"!"
"Sim-Animal-Ind-191",100,"!"
"Sim-Animal-Ind-192",10,"!"
"Sim-Animal-Ind-192",20,"!"
"Sim-Animal-Ind-192",30,"!"
"Sim-Animal-Ind-192",40,"!"
"Sim-Animal-Ind-192",50,"A4"
"Sim-Animal-Ind-192",60,"A10+"
"Sim-Animal-Ind-192",70,"A10+"
"Sim-Animal-Ind-192",80,"!"
"Sim-Animal-Ind-192",90,"!"
"Sim-Animal-Ind-192",100,"!"
"Sim-Animal-Ind-193",10,"!"
"Sim-Animal-Ind-193",20,"!"
"Sim-Animal-Ind-193",30,"!"
"Sim-Animal-Ind-193",40,"!"
"Sim-Animal-Ind-193",50,"A4"
"Sim-Animal-Ind-193",60,"!"
"Sim-Animal-Ind-193",70,"!"
"Sim-Animal-Ind-193",80,"!"
"Sim-Animal-Ind-193",90,"!"
"Sim-Animal-Ind-193",100,"!"
"Sim-Animal-Ind-194",10,"!"
"Sim-Animal-Ind-194",20,"!"
"Sim-Animal-Ind-194",30,"!"
"Sim-Animal-Ind-194",40,"!"
"Sim-Animal-Ind-194",50,"A4"
"Sim-Animal-Ind-194",60,"!"
"Sim-Animal-Ind-194",70,"!"
"Sim-Animal-Ind-194",80,"!"
"Sim-Animal-Ind-194",90,"!"
"Sim-Animal-Ind-194",100,"!"
"Sim-Animal-Ind-195",10,"!"
"Sim-Animal-Ind-195",20,"!"
"Sim-Animal-Ind-195",30,"!"
"Sim-Animal-Ind-195",40,"!"
"Sim-Animal-Ind-195",50,"A4"
"Sim-Animal-Ind-195",60,"!"
"Sim-Animal-Ind-195",70,"!"
"Sim-Animal-Ind-195",80,"!"
"Sim-Animal-Ind-195",90,"!"
"Sim-Animal-Ind-195",100,"!"
"Sim-Animal-Ind-196",10,"!"
"Sim-Animal-Ind-196",20,"!"
"Sim-Animal-Ind-196",30,"!"
"Sim-Animal-Ind-196",40,"!"
"Sim-Animal-Ind-196",50,"A4"
"Sim-Animal-Ind-196",60,"A10+"
"Sim-Animal-Ind-196",70,"A10+"
"Sim-Animal-Ind-196",80,"!"
"Sim-Animal-Ind-196",90,"!"
"Sim-Animal-Ind-196",100,"!"
"Sim-Animal-Ind-197",10,"!"
"Sim-Animal-Ind-197",20,"!"
"Sim-Animal-Ind-197",30,"!"
"Sim-Animal-Ind-197",40,"!"
"Sim-Animal-Ind-197",50,"A4"
