"ID","t","Age"
"Sim-Animal-Ind-66",30,"A1"
"Sim-Animal-Ind-66",40,"A10+"
"Sim-Animal-Ind-66",50,"A10+"
"Sim-Animal-Ind-66",60,"!"
"Sim-Animal-Ind-66",70,"!"
"Sim-Animal-Ind-66",80,"!"
"Sim-Animal-Ind-66",90,"!"
"Sim-Animal-Ind-66",100,"!"
"Sim-Animal-Ind-67",10,"!"
"Sim-Animal-Ind-67",20,"!"
"Sim-Animal-Ind-67",30,"A1"
"Sim-Animal-Ind-67",40,"A10+"
"Sim-Animal-Ind-67",50,"A10+"
"Sim-Animal-Ind-67",60,"!"
"Sim-Animal-Ind-67",70,"!"
"Sim-Animal-Ind-67",80,"!"
"Sim-Animal-Ind-67",90,"!"
"Sim-Animal-Ind-67",100,"!"
"Sim-Animal-Ind-68",10,"!"
"Sim-Animal-Ind-68",20,"!"
"Sim-Animal-Ind-68",30,"A1"
"Sim-Animal-Ind-68",40,"A10+"
"Sim-Animal-Ind-68",50,"A10+"
"Sim-Animal-Ind-68",60,"A10+"
"Sim-Animal-Ind-68",70,"A10+"
"Sim-Animal-Ind-68",80,"A10+"
"Sim-Animal-Ind-68",90,"!"
"Sim-Animal-Ind-68",100,"!"
"Sim-Animal-Ind-69",10,"!"
"Sim-Animal-Ind-69",20,"!"
"Sim-Animal-Ind-69",30,"A1"
"Sim-Animal-Ind-69",40,"!"
"Sim-Animal-Ind-69",50,"!"
"Sim-Animal-Ind-69",60,"!"
"Sim-Animal-Ind-69",70,"!"
"Sim-Animal-Ind-69",80,"!"
"Sim-Animal-Ind-69",90,"!"
"Sim-Animal-Ind-69",100,"!"
"Sim-Animal-Ind-70",10,"!"
"Sim-Animal-Ind-70",20,"!"
"Sim-Animal-Ind-70",30,"A1"
"Sim-Animal-Ind-70",40,"A10+"
"Sim-Animal-Ind-70",50,"!"
"Sim-Animal-Ind-70",60,"!"
"Sim-Animal-Ind-70",70,"!"
"Sim-Animal-Ind-70",80,"!"
"Sim-Animal-Ind-70",90,"!"
"Sim-Animal-Ind-70",100,"!"
"Sim-Animal-Ind-71",10,"!"
"Sim-Animal-Ind-71",20,"!"
"Sim-Animal-Ind-71",30,"A1"
"Sim-Animal-Ind-71",40,"A10+"
"Sim-Animal-Ind-71",50,"A10+"
"Sim-Animal-Ind-71",60,"!"
"Sim-Animal-Ind-71",70,"!"
"Sim-Animal-Ind-71",80,"!"
"Sim-Animal-Ind-71",90,"!"
"Sim-Animal-Ind-71",100,"!"
"Sim-Animal-Ind-72",10,"!"
"Sim-Animal-Ind-72",20,"!"
"Sim-Animal-Ind-72",30,"A1"
"Sim-Animal-Ind-72",40,"!"
"Sim-Animal-Ind-72",50,"!"
"Sim-Animal-Ind-72",60,"!"
"Sim-Animal-Ind-72",70,"!"
"Sim-Animal-Ind-72",80,"!"
"Sim-Animal-Ind-72",90,"!"
"Sim-Animal-Ind-72",100,"!"
"Sim-Animal-Ind-73",10,"!"
"Sim-Animal-Ind-73",20,"!"
"Sim-Animal-Ind-73",30,"A1"
"Sim-Animal-Ind-73",40,"!"
"Sim-Animal-Ind-73",50,"!"
"Sim-Animal-Ind-73",60,"!"
"Sim-Animal-Ind-73",70,"!"
"Sim-Animal-Ind-73",80,"!"
"Sim-Animal-Ind-73",90,"!"
"Sim-Animal-Ind-73",100,"!"
"Sim-Animal-Ind-74",10,"!"
"Sim-Animal-Ind-74",20,"!"
"Sim-Animal-Ind-74",30,"!"
"Sim-Animal-Ind-74",40,"!"
"Sim-Animal-Ind-74",50,"!"
"Sim-Animal-Ind-74",60,"!"
"Sim-Animal-Ind-74",70,"!"
"Sim-Animal-Ind-74",80,"!"
"Sim-Animal-Ind-74",90,"!"
"Sim-Animal-Ind-74",100,"!"
"Sim-Animal-Ind-75",10,"!"
"Sim-Animal-Ind-75",20,"!"
"Sim-Animal-Ind-75",30,"!"
"Sim-Animal-Ind-75",40,"!"
"Sim-Animal-Ind-75",50,"!"
"Sim-Animal-Ind-75",60,"!"
"Sim-Animal-Ind-75",70,"!"
"Sim-Animal-Ind-75",80,"!"
"Sim-Animal-Ind-75",90,"!"
"Sim-Animal-Ind-75",100,"!"
"Sim-Animal-Ind-76",10,"!"
"Sim-Animal-Ind-76",20,"!"
"Sim-Animal-Ind-76",30,"A1"
"Sim-Animal-Ind-76",40,"A10+"
"Sim-Animal-Ind-76",50,"!"
"Sim-Animal-Ind-76",60,"!"
"Sim-Animal-Ind-76",70,"!"
"Sim-Animal-Ind-76",80,"!"
"Sim-Animal-Ind-76",90,"!"
"Sim-Animal-Ind-76",100,"!"
"Sim-Animal-Ind-77",10,"!"
"Sim-Animal-Ind-77",20,"!"
"Sim-Animal-Ind-77",30,"A1"
"Sim-Animal-Ind-77",40,"A10+"
"Sim-Animal-Ind-77",50,"A10+"
"Sim-Animal-Ind-77",60,"A10+"
"Sim-Animal-Ind-77",70,"A10+"
"Sim-Animal-Ind-77",80,"A10+"
"Sim-Animal-Ind-77",90,"!"
"Sim-Animal-Ind-77",100,"!"
"Sim-Animal-Ind-78",10,"!"
"Sim-Animal-Ind-78",20,"!"
"Sim-Animal-Ind-78",30,"!"
"Sim-Animal-Ind-78",40,"!"
"Sim-Animal-Ind-78",50,"!"
"Sim-Animal-Ind-78",60,"!"
"Sim-Animal-Ind-78",70,"!"
"Sim-Animal-Ind-78",80,"!"
"Sim-Animal-Ind-78",90,"!"
"Sim-Animal-Ind-78",100,"!"
"Sim-Animal-Ind-79",10,"!"
"Sim-Animal-Ind-79",20,"!"
"Sim-Animal-Ind-79",30,"!"
"Sim-Animal-Ind-79",40,"!"
"Sim-Animal-Ind-79",50,"!"
"Sim-Animal-Ind-79",60,"!"
"Sim-Animal-Ind-79",70,"!"
"Sim-Animal-Ind-79",80,"!"
"Sim-Animal-Ind-79",90,"!"
"Sim-Animal-Ind-79",100,"!"
"Sim-Animal-Ind-80",10,"!"
"Sim-Animal-Ind-80",20,"!"
"Sim-Animal-Ind-80",30,"A1"
"Sim-Animal-Ind-80",40,"A10+"
"Sim-Animal-Ind-80",50,"!"
"Sim-Animal-Ind-80",60,"!"
"Sim-Animal-Ind-80",70,"!"
"Sim-Animal-Ind-80",80,"!"
"Sim-Animal-Ind-80",90,"!"
"Sim-Animal-Ind-80",100,"!"
"Sim-Animal-Ind-81",10,"!"
"Sim-Animal-Ind-81",20,"!"
"Sim-Animal-Ind-81",30,"A1"
"Sim-Animal-Ind-81",40,"A10+"
"Sim-Animal-Ind-81",50,"A10+"
"Sim-Animal-Ind-81",60,"A10+"
"Sim-Animal-Ind-81",70,"A10+"
"Sim-Animal-Ind-81",80,"!"
"Sim-Animal-Ind-81",90,"!"
"Sim-Animal-Ind-81",100,"!"
"Sim-Animal-Ind-82",10,"!"
"Sim-Animal-Ind-82",20,"!"
"Sim-Animal-Ind-82",30,"A1"
"Sim-Animal-Ind-82",40,"!"
"Sim-Animal-Ind-82",50,"!"
"Sim-Animal-Ind-82",60,"!"
"Sim-Animal-Ind-82",70,"!"
"Sim-Animal-Ind-82",80,"!"
"Sim-Animal-Ind-82",90,"!"
"Sim-Animal-Ind-82",100,"!"
"Sim-Animal-Ind-83",10,"!"
"Sim-Animal-Ind-83",20,"!"
"Sim-Animal-Ind-83",30,"A1"
"Sim-Animal-Ind-83",40,"A10+"
"Sim-Animal-Ind-83",50,"A10+"
"Sim-Animal-Ind-83",60,"!"
"Sim-Animal-Ind-83",70,"!"
"Sim-Animal-Ind-83",80,"!"
"Sim-Animal-Ind-83",90,"!"
"Sim-Animal-Ind-83",100,"!"
"Sim-Animal-Ind-84",10,"!"
"Sim-Animal-Ind-84",20,"!"
"Sim-Animal-Ind-84",30,"A1"
"Sim-Animal-Ind-84",40,"A10+"
"Sim-Animal-Ind-84",50,"A10+"
"Sim-Animal-Ind-84",60,"A10+"
"Sim-Animal-Ind-84",70,"A10+"
"Sim-Animal-Ind-84",80,"A10+"
"Sim-Animal-Ind-84",90,"A10+"
"Sim-Animal-Ind-84",100,"A10+"
"Sim-Animal-Ind-85",10,"!"
"Sim-Animal-Ind-85",20,"!"
"Sim-Animal-Ind-85",30,"A1"
"Sim-Animal-Ind-85",40,"A10+"
"Sim-Animal-Ind-85",50,"!"
"Sim-Animal-Ind-85",60,"!"
"Sim-Animal-Ind-85",70,"!"
"Sim-Animal-Ind-85",80,"!"
"Sim-Animal-Ind-85",90,"!"
"Sim-Animal-Ind-85",100,"!"
"Sim-Animal-Ind-86",10,"!"
"Sim-Animal-Ind-86",20,"!"
"Sim-Animal-Ind-86",30,"A0"
"Sim-Animal-Ind-86",40,"A10+"
"Sim-Animal-Ind-86",50,"A10+"
"Sim-Animal-Ind-86",60,"!"
"Sim-Animal-Ind-86",70,"!"
"Sim-Animal-Ind-86",80,"!"
"Sim-Animal-Ind-86",90,"!"
"Sim-Animal-Ind-86",100,"!"
"Sim-Animal-Ind-87",10,"!"
"Sim-Animal-Ind-87",20,"!"
"Sim-Animal-Ind-87",30,"A0"
"Sim-Animal-Ind-87",40,"A10+"
"Sim-Animal-Ind-87",50,"!"
"Sim-Animal-Ind-87",60,"!"
"Sim-Animal-Ind-87",70,"!"
"Sim-Animal-Ind-87",80,"!"
"Sim-Animal-Ind-87",90,"!"
"Sim-Animal-Ind-87",100,"!"
"Sim-Animal-Ind-88",10,"!"
"Sim-Animal-Ind-88",20,"!"
"Sim-Animal-Ind-88",30,"A0"
"Sim-Animal-Ind-88",40,"!"
"Sim-Animal-Ind-88",50,"!"
"Sim-Animal-Ind-88",60,"!"
"Sim-Animal-Ind-88",70,"!"
"Sim-Animal-Ind-88",80,"!"
"Sim-Animal-Ind-88",90,"!"
"Sim-Animal-Ind-88",100,"!"
"Sim-Animal-Ind-89",10,"!"
"Sim-Animal-Ind-89",20,"!"
"Sim-Animal-Ind-89",30,"A0"
"Sim-Animal-Ind-89",40,"A10+"
"Sim-Animal-Ind-89",50,"A10+"
"Sim-Animal-Ind-89",60,"!"
"Sim-Animal-Ind-89",70,"!"
"Sim-Animal-Ind-89",80,"!"
"Sim-Animal-Ind-89",90,"!"
"Sim-Animal-Ind-89",100,"!"
"Sim-Animal-Ind-90",10,"!"
"Sim-Animal-Ind-90",20,"!"
"Sim-Animal-Ind-90",30,"A0"
"Sim-Animal-Ind-90",40,"A10+"
"Sim-Animal-Ind-90",50,"A10+"
"Sim-Animal-Ind-90",60,"!"
"Sim-Animal-Ind-90",70,"!"
"Sim-Animal-Ind-90",80,"!"
"Sim-Animal-Ind-90",90,"!"
"Sim-Animal-Ind-90",100,"!"
"Sim-Animal-Ind-91",10,"!"
"Sim-Animal-Ind-91",20,"!"
"Sim-Animal-Ind-91",30,"A0"
"Sim-Animal-Ind-91",40,"A10+"
"Sim-Animal-Ind-91",50,"A10+"
"Sim-Animal-Ind-91",60,"!"
"Sim-Animal-Ind-91",70,"!"
"Sim-Animal-Ind-91",80,"!"
"Sim-Animal-Ind-91",90,"!"
"Sim-Animal-Ind-91",100,"!"
"Sim-Animal-Ind-92",10,"!"
"Sim-Animal-Ind-92",20,"!"
"Sim-Animal-Ind-92",30,"A0"
"Sim-Animal-Ind-92",40,"!"
"Sim-Animal-Ind-92",50,"!"
"Sim-Animal-Ind-92",60,"!"
"Sim-Animal-Ind-92",70,"!"
"Sim-Animal-Ind-92",80,"!"
"Sim-Animal-Ind-92",90,"!"
"Sim-Animal-Ind-92",100,"!"
"Sim-Animal-Ind-93",10,"!"
"Sim-Animal-Ind-93",20,"!"
"Sim-Animal-Ind-93",30,"!"
"Sim-Animal-Ind-93",40,"!"
"Sim-Animal-Ind-93",50,"!"
"Sim-Animal-Ind-93",60,"!"
"Sim-Animal-Ind-93",70,"!"
"Sim-Animal-Ind-93",80,"!"
"Sim-Animal-Ind-93",90,"!"
"Sim-Animal-Ind-93",100,"!"
"Sim-Animal-Ind-94",10,"!"
"Sim-Animal-Ind-94",20,"!"
"Sim-Animal-Ind-94",30,"!"
"Sim-Animal-Ind-94",40,"A4"
"Sim-Animal-Ind-94",50,"A10+"
"Sim-Animal-Ind-94",60,"!"
"Sim-Animal-Ind-94",70,"!"
"Sim-Animal-Ind-94",80,"!"
"Sim-Animal-Ind-94",90,"!"
"Sim-Animal-Ind-94",100,"!"
"Sim-Animal-Ind-95",10,"!"
"Sim-Animal-Ind-95",20,"!"
"Sim-Animal-Ind-95",30,"!"
"Sim-Animal-Ind-95",40,"!"
"Sim-Animal-Ind-95",50,"!"
"Sim-Animal-Ind-95",60,"!"
"Sim-Animal-Ind-95",70,"!"
"Sim-Animal-Ind-95",80,"!"
"Sim-Animal-Ind-95",90,"!"
"Sim-Animal-Ind-95",100,"!"
"Sim-Animal-Ind-96",10,"!"
"Sim-Animal-Ind-96",20,"!"
"Sim-Animal-Ind-96",30,"!"
"Sim-Animal-Ind-96",40,"A4"
"Sim-Animal-Ind-96",50,"A10+"
"Sim-Animal-Ind-96",60,"A10+"
"Sim-Animal-Ind-96",70,"A10+"
"Sim-Animal-Ind-96",80,"A10+"
"Sim-Animal-Ind-96",90,"!"
"Sim-Animal-Ind-96",100,"!"
"Sim-Animal-Ind-97",10,"!"
"Sim-Animal-Ind-97",20,"!"
"Sim-Animal-Ind-97",30,"!"
"Sim-Animal-Ind-97",40,"A4"
"Sim-Animal-Ind-97",50,"!"
"Sim-Animal-Ind-97",60,"!"
"Sim-Animal-Ind-97",70,"!"
"Sim-Animal-Ind-97",80,"!"
"Sim-Animal-Ind-97",90,"!"
"Sim-Animal-Ind-97",100,"!"
"Sim-Animal-Ind-98",10,"!"
"Sim-Animal-Ind-98",20,"!"
"Sim-Animal-Ind-98",30,"!"
"Sim-Animal-Ind-98",40,"A4"
"Sim-Animal-Ind-98",50,"A10+"
"Sim-Animal-Ind-98",60,"A10+"
"Sim-Animal-Ind-98",70,"A10+"
"Sim-Animal-Ind-98",80,"!"
"Sim-Animal-Ind-98",90,"!"
"Sim-Animal-Ind-98",100,"!"
"Sim-Animal-Ind-99",10,"!"
"Sim-Animal-Ind-99",20,"!"
"Sim-Animal-Ind-99",30,"!"
"Sim-Animal-Ind-99",40,"A4"
"Sim-Animal-Ind-99",50,"A10+"
"Sim-Animal-Ind-99",60,"!"
"Sim-Animal-Ind-99",70,"!"
"Sim-Animal-Ind-99",80,"!"
"Sim-Animal-Ind-99",90,"!"
"Sim-Animal-Ind-99",100,"!"
"Sim-Animal-Ind-100",10,"!"
"Sim-Animal-Ind-100",20,"!"
"Sim-Animal-Ind-100",30,"!"
"Sim-Animal-Ind-100",40,"A4"
"Sim-Animal-Ind-100",50,"!"
"Sim-Animal-Ind-100",60,"!"
"Sim-Animal-Ind-100",70,"!"
"Sim-Animal-Ind-100",80,"!"
"Sim-Animal-Ind-100",90,"!"
"Sim-Animal-Ind-100",100,"!"
"Sim-Animal-Ind-101",10,"!"
"Sim-Animal-Ind-101",20,"!"
"Sim-Animal-Ind-101",30,"!"
"Sim-Animal-Ind-101",40,"A4"
"Sim-Animal-Ind-101",50,"!"
"Sim-Animal-Ind-101",60,"!"
"Sim-Animal-Ind-101",70,"!"
"Sim-Animal-Ind-101",80,"!"
"Sim-Animal-Ind-101",90,"!"
"Sim-Animal-Ind-101",100,"!"
"Sim-Animal-Ind-102",10,"!"
"Sim-Animal-Ind-102",20,"!"
"Sim-Animal-Ind-102",30,"!"
"Sim-Animal-Ind-102",40,"A4"
"Sim-Animal-Ind-102",50,"A10+"
"Sim-Animal-Ind-102",60,"A10+"
"Sim-Animal-Ind-102",70,"!"
"Sim-Animal-Ind-102",80,"!"
"Sim-Animal-Ind-102",90,"!"
"Sim-Animal-Ind-102",100,"!"
"Sim-Animal-Ind-103",10,"!"
"Sim-Animal-Ind-103",20,"!"
"Sim-Animal-Ind-103",30,"!"
"Sim-Animal-Ind-103",40,"!"
"Sim-Animal-Ind-103",50,"!"
"Sim-Animal-Ind-103",60,"!"
"Sim-Animal-Ind-103",70,"!"
"Sim-Animal-Ind-103",80,"!"
"Sim-Animal-Ind-103",90,"!"
"Sim-Animal-Ind-103",100,"!"
"Sim-Animal-Ind-104",10,"!"
"Sim-Animal-Ind-104",20,"!"
"Sim-Animal-Ind-104",30,"!"
"Sim-Animal-Ind-104",40,"!"
"Sim-Animal-Ind-104",50,"!"
"Sim-Animal-Ind-104",60,"!"
"Sim-Animal-Ind-104",70,"!"
"Sim-Animal-Ind-104",80,"!"
"Sim-Animal-Ind-104",90,"!"
"Sim-Animal-Ind-104",100,"!"
"Sim-Animal-Ind-105",10,"!"
"Sim-Animal-Ind-105",20,"!"
"Sim-Animal-Ind-105",30,"!"
"Sim-Animal-Ind-105",40,"A4"
"Sim-Animal-Ind-105",50,"A10+"
"Sim-Animal-Ind-105",60,"A10+"
"Sim-Animal-Ind-105",70,"!"
"Sim-Animal-Ind-105",80,"!"
"Sim-Animal-Ind-105",90,"!"
"Sim-Animal-Ind-105",100,"!"
"Sim-Animal-Ind-106",10,"!"
"Sim-Animal-Ind-106",20,"!"
"Sim-Animal-Ind-106",30,"!"
"Sim-Animal-Ind-106",40,"A4"
"Sim-Animal-Ind-106",50,"A10+"
"Sim-Animal-Ind-106",60,"!"
"Sim-Animal-Ind-106",70,"!"
"Sim-Animal-Ind-106",80,"!"
"Sim-Animal-Ind-106",90,"!"
"Sim-Animal-Ind-106",100,"!"
"Sim-Animal-Ind-107",10,"!"
"Sim-Animal-Ind-107",20,"!"
"Sim-Animal-Ind-107",30,"!"
"Sim-Animal-Ind-107",40,"!"
"Sim-Animal-Ind-107",50,"!"
"Sim-Animal-Ind-107",60,"!"
"Sim-Animal-Ind-107",70,"!"
"Sim-Animal-Ind-107",80,"!"
"Sim-Animal-Ind-107",90,"!"
"Sim-Animal-Ind-107",100,"!"
"Sim-Animal-Ind-108",10,"!"
"Sim-Animal-Ind-108",20,"!"
"Sim-Animal-Ind-108",30,"!"
"Sim-Animal-Ind-108",40,"A4"
"Sim-Animal-Ind-108",50,"!"
"Sim-Animal-Ind-108",60,"!"
"Sim-Animal-Ind-108",70,"!"
"Sim-Animal-Ind-108",80,"!"
"Sim-Animal-Ind-108",90,"!"
"Sim-Animal-Ind-108",100,"!"
"Sim-Animal-Ind-109",10,"!"
"Sim-Animal-Ind-109",20,"!"
"Sim-Animal-Ind-109",30,"!"
"Sim-Animal-Ind-109",40,"A4"
"Sim-Animal-Ind-109",50,"!"
"Sim-Animal-Ind-109",60,"!"
"Sim-Animal-Ind-109",70,"!"
"Sim-Animal-Ind-109",80,"!"
"Sim-Animal-Ind-109",90,"!"
"Sim-Animal-Ind-109",100,"!"
"Sim-Animal-Ind-110",10,"!"
"Sim-Animal-Ind-110",20,"!"
"Sim-Animal-Ind-110",30,"!"
"Sim-Animal-Ind-110",40,"A4"
"Sim-Animal-Ind-110",50,"A10+"
"Sim-Animal-Ind-110",60,"!"
"Sim-Animal-Ind-110",70,"!"
"Sim-Animal-Ind-110",80,"!"
"Sim-Animal-Ind-110",90,"!"
"Sim-Animal-Ind-110",100,"!"
"Sim-Animal-Ind-111",10,"!"
"Sim-Animal-Ind-111",20,"!"
"Sim-Animal-Ind-111",30,"!"
"Sim-Animal-Ind-111",40,"!"
"Sim-Animal-Ind-111",50,"!"
"Sim-Animal-Ind-111",60,"!"
"Sim-Animal-Ind-111",70,"!"
"Sim-Animal-Ind-111",80,"!"
"Sim-Animal-Ind-111",90,"!"
"Sim-Animal-Ind-111",100,"!"
"Sim-Animal-Ind-112",10,"!"
"Sim-Animal-Ind-112",20,"!"
"Sim-Animal-Ind-112",30,"!"
"Sim-Animal-Ind-112",40,"!"
"Sim-Animal-Ind-112",50,"!"
"Sim-Animal-Ind-112",60,"!"
"Sim-Animal-Ind-112",70,"!"
"Sim-Animal-Ind-112",80,"!"
"Sim-Animal-Ind-112",90,"!"
"Sim-Animal-Ind-112",100,"!"
"Sim-Animal-Ind-113",10,"!"
"Sim-Animal-Ind-113",20,"!"
"Sim-Animal-Ind-113",30,"!"
"Sim-Animal-Ind-113",40,"A4"
"Sim-Animal-Ind-113",50,"A10+"
"Sim-Animal-Ind-113",60,"A10+"
"Sim-Animal-Ind-113",70,"!"
"Sim-Animal-Ind-113",80,"!"
"Sim-Animal-Ind-113",90,"!"
"Sim-Animal-Ind-113",100,"!"
"Sim-Animal-Ind-114",10,"!"
"Sim-Animal-Ind-114",20,"!"
"Sim-Animal-Ind-114",30,"!"
"Sim-Animal-Ind-114",40,"A4"
"Sim-Animal-Ind-114",50,"A10+"
"Sim-Animal-Ind-114",60,"!"
"Sim-Animal-Ind-114",70,"!"
"Sim-Animal-Ind-114",80,"!"
"Sim-Animal-Ind-114",90,"!"
"Sim-Animal-Ind-114",100,"!"
"Sim-Animal-Ind-115",10,"!"
"Sim-Animal-Ind-115",20,"!"
"Sim-Animal-Ind-115",30,"!"
"Sim-Animal-Ind-115",40,"!"
"Sim-Animal-Ind-115",50,"!"
"Sim-Animal-Ind-115",60,"!"
"Sim-Animal-Ind-115",70,"!"
"Sim-Animal-Ind-115",80,"!"
"Sim-Animal-Ind-115",90,"!"
"Sim-Animal-Ind-115",100,"!"
"Sim-Animal-Ind-116",10,"!"
"Sim-Animal-Ind-116",20,"!"
"Sim-Animal-Ind-116",30,"!"
"Sim-Animal-Ind-116",40,"A4"
"Sim-Animal-Ind-116",50,"A10+"
"Sim-Animal-Ind-116",60,"A10+"
"Sim-Animal-Ind-116",70,"A10+"
"Sim-Animal-Ind-116",80,"!"
"Sim-Animal-Ind-116",90,"!"
"Sim-Animal-Ind-116",100,"!"
"Sim-Animal-Ind-117",10,"!"
"Sim-Animal-Ind-117",20,"!"
"Sim-Animal-Ind-117",30,"!"
"Sim-Animal-Ind-117",40,"A4"
"Sim-Animal-Ind-117",50,"!"
"Sim-Animal-Ind-117",60,"!"
"Sim-Animal-Ind-117",70,"!"
"Sim-Animal-Ind-117",80,"!"
"Sim-Animal-Ind-117",90,"!"
"Sim-Animal-Ind-117",100,"!"
"Sim-Animal-Ind-118",10,"!"
"Sim-Animal-Ind-118",20,"!"
"Sim-Animal-Ind-118",30,"!"
"Sim-Animal-Ind-118",40,"A4"
"Sim-Animal-Ind-118",50,"!"
"Sim-Animal-Ind-118",60,"!"
"Sim-Animal-Ind-118",70,"!"
"Sim-Animal-Ind-118",80,"!"
"Sim-Animal-Ind-118",90,"!"
"Sim-Animal-Ind-118",100,"!"
"Sim-Animal-Ind-119",10,"!"
"Sim-Animal-Ind-119",20,"!"
"Sim-Animal-Ind-119",30,"!"
"Sim-Animal-Ind-119",40,"A4"
"Sim-Animal-Ind-119",50,"A10+"
"Sim-Animal-Ind-119",60,"A10+"
"Sim-Animal-Ind-119",70,"!"
"Sim-Animal-Ind-119",80,"!"
"Sim-Animal-Ind-119",90,"!"
"Sim-Animal-Ind-119",100,"!"
"Sim-Animal-Ind-120",10,"!"
"Sim-Animal-Ind-120",20,"!"
"Sim-Animal-Ind-120",30,"!"
"Sim-Animal-Ind-120",40,"A4"
"Sim-Animal-Ind-120",50,"!"
"Sim-Animal-Ind-120",60,"!"
"Sim-Animal-Ind-120",70,"!"
"Sim-Animal-Ind-120",80,"!"
"Sim-Animal-Ind-120",90,"!"
"Sim-Animal-Ind-120",100,"!"
"Sim-Animal-Ind-121",10,"!"
"Sim-Animal-Ind-121",20,"!"
"Sim-Animal-Ind-121",30,"!"
"Sim-Animal-Ind-121",40,"A4"
"Sim-Animal-Ind-121",50,"!"
"Sim-Animal-Ind-121",60,"!"
"Sim-Animal-Ind-121",70,"!"
"Sim-Animal-Ind-121",80,"!"
"Sim-Animal-Ind-121",90,"!"
"Sim-Animal-Ind-121",100,"!"
"Sim-Animal-Ind-122",10,"!"
"Sim-Animal-Ind-122",20,"!"
"Sim-Animal-Ind-122",30,"!"
"Sim-Animal-Ind-122",40,"A4"
"Sim-Animal-Ind-122",50,"!"
"Sim-Animal-Ind-122",60,"!"
"Sim-Animal-Ind-122",70,"!"
"Sim-Animal-Ind-122",80,"!"
"Sim-Animal-Ind-122",90,"!"
"Sim-Animal-Ind-122",100,"!"
"Sim-Animal-Ind-123",10,"!"
"Sim-Animal-Ind-123",20,"!"
"Sim-Animal-Ind-123",30,"!"
"Sim-Animal-Ind-123",40,"A4"
"Sim-Animal-Ind-123",50,"A10+"
"Sim-Animal-Ind-123",60,"!"
"Sim-Animal-Ind-123",70,"!"
"Sim-Animal-Ind-123",80,"!"
"Sim-Animal-Ind-123",90,"!"
"Sim-Animal-Ind-123",100,"!"
"Sim-Animal-Ind-124",10,"!"
"Sim-Animal-Ind-124",20,"!"
"Sim-Animal-Ind-124",30,"!"
"Sim-Animal-Ind-124",40,"!"
"Sim-Animal-Ind-124",50,"!"
"Sim-Animal-Ind-124",60,"!"
"Sim-Animal-Ind-124",70,"!"
"Sim-Animal-Ind-124",80,"!"
"Sim-Animal-Ind-124",90,"!"
"Sim-Animal-Ind-124",100,"!"
"Sim-Animal-Ind-125",10,"!"
"Sim-Animal-Ind-125",20,"!"
"Sim-Animal-Ind-125",30,"!"
"Sim-Animal-Ind-125",40,"!"
"Sim-Animal-Ind-125",50,"!"
"Sim-Animal-Ind-125",60,"!"
"Sim-Animal-Ind-125",70,"!"
"Sim-Animal-Ind-125",80,"!"
"Sim-Animal-Ind-125",90,"!"
"Sim-Animal-Ind-125",100,"!"
"Sim-Animal-Ind-126",10,"!"
"Sim-Animal-Ind-126",20,"!"
"Sim-Animal-Ind-126",30,"!"
"Sim-Animal-Ind-126",40,"A4"
"Sim-Animal-Ind-126",50,"!"
"Sim-Animal-Ind-126",60,"!"
"Sim-Animal-Ind-126",70,"!"
"Sim-Animal-Ind-126",80,"!"
"Sim-Animal-Ind-126",90,"!"
"Sim-Animal-Ind-126",100,"!"
"Sim-Animal-Ind-127",10,"!"
"Sim-Animal-Ind-127",20,"!"
"Sim-Animal-Ind-127",30,"!"
"Sim-Animal-Ind-127",40,"A4"
"Sim-Animal-Ind-127",50,"A10+"
"Sim-Animal-Ind-127",60,"A10+"
"Sim-Animal-Ind-127",70,"!"
"Sim-Animal-Ind-127",80,"!"
"Sim-Animal-Ind-127",90,"!"
"Sim-Animal-Ind-127",100,"!"
"Sim-Animal-Ind-128",10,"!"
"Sim-Animal-Ind-128",20,"!"
"Sim-Animal-Ind-128",30,"!"
"Sim-Animal-Ind-128",40,"!"
"Sim-Animal-Ind-128",50,"!"
"Sim-Animal-Ind-128",60,"!"
"Sim-Animal-Ind-128",70,"!"
"Sim-Animal-Ind-128",80,"!"
"Sim-Animal-Ind-128",90,"!"
"Sim-Animal-Ind-128",100,"!"
"Sim-Animal-Ind-129",10,"!"
"Sim-Animal-Ind-129",20,"!"
"Sim-Animal-Ind-129",30,"!"
"Sim-Animal-Ind-129",40,"A4"
"Sim-Animal-Ind-129",50,"A10+"
"Sim-Animal-Ind-129",60,"A10+"
"Sim-Animal-Ind-129",70,"A10+"
"Sim-Animal-Ind-129",80,"A10+"
"Sim-Animal-Ind-129",90,"A10+"
"Sim-Animal-Ind-129",100,"A10+"
"Sim-Animal-Ind-130",10,"!"
"Sim-Animal-Ind-130",20,"!"
"Sim-Animal-Ind-130",30,"!"
"Sim-Animal-Ind-130",40,"A4"
"Sim-Animal-Ind-130",50,"A10+"
"Sim-Animal-Ind-130",60,"A10+"
"Sim-Animal-Ind-130",70,"!"
"Sim-Animal-Ind-130",80,"!"
"Sim-Animal-Ind-130",90,"!"
"Sim-Animal-Ind-130",100,"!"
"Sim-Animal-Ind-131",10,"!"
"Sim-Animal-Ind-131",20,"!"
"Sim-Animal-Ind-131",30,"!"
"Sim-Animal-Ind-131",40,"A4"
"Sim-Animal-Ind-131",50,"A10+"
"Sim-Animal-Ind-131",60,"A10+"
"Sim-Animal-Ind-131",70,"A10+"
"Sim-Animal-Ind-131",80,"A10+"
