"ID","t"
"Sim-People-Ind-6",25.8372
"Sim-People-Ind-7",27.2101
"Sim-People-Ind-8",21.3971
"Sim-People-Ind-10",37.4823
"Sim-People-Ind-11",18.4833
"Sim-People-Ind-15",21.1055
"Sim-People-Ind-19",16.3385
"Sim-People-Ind-21",17.7679
"Sim-People-Ind-22",16.2583
"Sim-People-Ind-23",41.0448
"Sim-People-Ind-26",20.5586
"Sim-People-Ind-29",30.4634
"Sim-People-Ind-30",4.52529
"Sim-People-Ind-31",4.13951
"Sim-People-Ind-33",29.758
"Sim-People-Ind-34",15.5223
"Sim-People-Ind-38",30.559
"Sim-People-Ind-39",12.0531
"Sim-People-Ind-42",19.6532
"Sim-People-Ind-44",20.4697
"Sim-People-Ind-47",15.9462
"Sim-People-Ind-48",19.4966
"Sim-People-Ind-52",11.6638
"Sim-People-Ind-53",8.80933
"Sim-People-Ind-55",26.9328
"Sim-People-Ind-57",23.4471
"Sim-People-Ind-60",19.759
"Sim-People-Ind-64",6.76441
"Sim-People-Ind-65",15.4857
"Sim-People-Ind-66",23.1078
"Sim-People-Ind-67",18.0567
"Sim-People-Ind-68",14.8027
"Sim-People-Ind-69",14.0577
"Sim-People-Ind-71",10.2936
"Sim-People-Ind-73",4.6746
"Sim-People-Ind-74",18.0415
"Sim-People-Ind-75",17.5094
"Sim-People-Ind-76",16.9236
"Sim-People-Ind-79",37.8681
"Sim-People-Ind-80",20.7821
"Sim-People-Ind-81",30.0899
"Sim-People-Ind-82",13.5462
"Sim-People-Ind-83",17.1669
"Sim-People-Ind-85",14.5852
"Sim-People-Ind-86",9.10651
"Sim-People-Ind-89",17.0662
"Sim-People-Ind-93",15.531
"Sim-People-Ind-94",20.1651
"Sim-People-Ind-96",13.1205
"Sim-People-Ind-98",33.6563
