ID,t,DS
Ind. 115,60,R
Ind. 115,70,R
Ind. 115,80,R
Ind. 115,90,R
Ind. 115,100,R
Ind. 116,10,Sb
Ind. 116,20,Sb
Ind. 116,30,Sb
Ind. 116,40,I
Ind. 116,50,I
Ind. 116,60,I
Ind. 116,70,I
Ind. 116,80,I
Ind. 116,90,I
Ind. 116,100,R
Ind. 117,10,Sb
Ind. 117,20,I
Ind. 117,30,I
Ind. 117,40,I
Ind. 117,50,I
Ind. 117,60,I
Ind. 117,70,R
Ind. 117,80,R
Ind. 117,90,R
Ind. 117,100,R
Ind. 118,10,Sb
Ind. 118,20,I
Ind. 118,30,I
Ind. 118,40,R
Ind. 118,50,R
Ind. 118,60,R
Ind. 118,70,R
Ind. 118,80,R
Ind. 118,90,R
Ind. 118,100,R
Ind. 119,10,Sb
Ind. 119,20,Sb
Ind. 119,30,I
Ind. 119,40,R
Ind. 119,50,R
Ind. 119,60,R
Ind. 119,70,R
Ind. 119,80,R
Ind. 119,90,R
Ind. 119,100,R
Ind. 120,10,Sb
Ind. 120,20,Sb
Ind. 120,30,Sb
Ind. 120,40,Sb
Ind. 120,50,Sb
Ind. 120,60,I
Ind. 120,70,I
Ind. 120,80,I
Ind. 120,90,I
Ind. 120,100,I
Ind. 121,10,Sb
Ind. 121,20,Sb
Ind. 121,30,Sb
Ind. 121,40,I
Ind. 121,50,R
Ind. 121,60,R
Ind. 121,70,R
Ind. 121,80,R
Ind. 121,90,R
Ind. 121,100,R
Ind. 122,10,Sb
Ind. 122,20,I
Ind. 122,30,I
Ind. 122,40,I
Ind. 122,50,I
Ind. 122,60,I
Ind. 122,70,I
Ind. 122,80,I
Ind. 122,90,R
Ind. 122,100,R
Ind. 123,10,Sb
Ind. 123,20,Sb
Ind. 123,30,Sb
Ind. 123,40,R
Ind. 123,50,R
Ind. 123,60,R
Ind. 123,70,R
Ind. 123,80,R
Ind. 123,90,R
Ind. 123,100,R
Ind. 124,10,Sb
Ind. 124,20,Sb
Ind. 124,30,Sb
Ind. 124,40,Sb
Ind. 124,50,Sb
Ind. 124,60,I
Ind. 124,70,I
Ind. 124,80,I
Ind. 124,90,I
Ind. 124,100,I
Ind. 125,10,Sb
Ind. 125,20,Sb
Ind. 125,30,I
Ind. 125,40,I
Ind. 125,50,I
Ind. 125,60,R
Ind. 125,70,R
Ind. 125,80,R
Ind. 125,90,R
Ind. 125,100,R
Ind. 126,10,Sb
Ind. 126,20,Sb
Ind. 126,30,Sb
Ind. 126,40,Sb
Ind. 126,50,I
Ind. 126,60,I
Ind. 126,70,I
Ind. 126,80,I
Ind. 126,90,I
Ind. 126,100,I
Ind. 127,10,Sb
Ind. 127,20,Sb
Ind. 127,30,Sb
Ind. 127,40,Sb
Ind. 127,50,Sb
Ind. 127,60,R
Ind. 127,70,R
Ind. 127,80,R
Ind. 127,90,R
Ind. 127,100,R
Ind. 128,10,Sb
Ind. 128,20,Sb
Ind. 128,30,Sb
Ind. 128,40,Sb
Ind. 128,50,Sb
Ind. 128,60,Sb
Ind. 128,70,Sb
Ind. 128,80,Sb
Ind. 128,90,Sb
Ind. 128,100,I
Ind. 129,10,Sb
Ind. 129,20,Sb
Ind. 129,30,Sb
Ind. 129,40,Sb
Ind. 129,50,Sb
Ind. 129,60,I
Ind. 129,70,I
Ind. 129,80,I
Ind. 129,90,R
Ind. 129,100,R
Ind. 130,10,Sb
Ind. 130,20,Sb
Ind. 130,30,Sb
Ind. 130,40,I
Ind. 130,50,I
Ind. 130,60,I
Ind. 130,70,I
Ind. 130,80,R
Ind. 130,90,R
Ind. 130,100,R
Ind. 131,10,Sb
Ind. 131,20,Sb
Ind. 131,30,Sb
Ind. 131,40,I
Ind. 131,50,I
Ind. 131,60,R
Ind. 131,70,R
Ind. 131,80,R
Ind. 131,90,R
Ind. 131,100,R
Ind. 132,10,Sb
Ind. 132,20,Sb
Ind. 132,30,Sb
Ind. 132,40,R
Ind. 132,50,R
Ind. 132,60,R
Ind. 132,70,R
Ind. 132,80,R
Ind. 132,90,R
Ind. 132,100,R
Ind. 133,10,Sb
Ind. 133,20,Sb
Ind. 133,30,Sb
Ind. 133,40,I
Ind. 133,50,R
Ind. 133,60,R
Ind. 133,70,R
Ind. 133,80,R
Ind. 133,90,R
Ind. 133,100,R
Ind. 134,10,Sb
Ind. 134,20,I
Ind. 134,30,R
Ind. 134,40,R
Ind. 134,50,R
Ind. 134,60,R
Ind. 134,70,R
Ind. 134,80,R
Ind. 134,90,R
Ind. 134,100,R
Ind. 135,10,Sb
Ind. 135,20,Sb
Ind. 135,30,Sb
Ind. 135,40,I
Ind. 135,50,R
Ind. 135,60,R
Ind. 135,70,R
Ind. 135,80,R
Ind. 135,90,R
Ind. 135,100,R
Ind. 136,10,Sb
Ind. 136,20,Sb
Ind. 136,30,Sb
Ind. 136,40,R
Ind. 136,50,R
Ind. 136,60,R
Ind. 136,70,R
Ind. 136,80,R
Ind. 136,90,R
Ind. 136,100,R
Ind. 137,10,Sb
Ind. 137,20,Sb
Ind. 137,30,I
Ind. 137,40,R
Ind. 137,50,R
Ind. 137,60,R
Ind. 137,70,R
Ind. 137,80,R
Ind. 137,90,R
Ind. 137,100,R
Ind. 138,10,Sb
Ind. 138,20,Sb
Ind. 138,30,Sb
Ind. 138,40,I
Ind. 138,50,R
Ind. 138,60,R
Ind. 138,70,R
Ind. 138,80,R
Ind. 138,90,R
Ind. 138,100,R
Ind. 139,10,Sb
Ind. 139,20,Sb
Ind. 139,30,Sb
Ind. 139,40,I
Ind. 139,50,I
Ind. 139,60,R
Ind. 139,70,R
Ind. 139,80,R
Ind. 139,90,R
Ind. 139,100,R
Ind. 140,10,Sb
Ind. 140,20,Sb
Ind. 140,30,Sb
Ind. 140,40,I
Ind. 140,50,R
Ind. 140,60,R
Ind. 140,70,R
Ind. 140,80,R
Ind. 140,90,R
Ind. 140,100,R
Ind. 141,10,Sb
Ind. 141,20,I
Ind. 141,30,I
Ind. 141,40,R
Ind. 141,50,R
Ind. 141,60,R
Ind. 141,70,R
Ind. 141,80,R
Ind. 141,90,R
Ind. 141,100,R
Ind. 142,10,Sb
Ind. 142,20,Sb
Ind. 142,30,Sb
Ind. 142,40,I
Ind. 142,50,I
Ind. 142,60,R
Ind. 142,70,R
Ind. 142,80,R
Ind. 142,90,R
Ind. 142,100,R
Ind. 143,10,Sb
Ind. 143,20,Sb
Ind. 143,30,Sb
Ind. 143,40,Sb
Ind. 143,50,R
Ind. 143,60,R
Ind. 143,70,R
Ind. 143,80,R
Ind. 143,90,R
Ind. 143,100,R
Ind. 144,10,Sb
Ind. 144,20,Sb
Ind. 144,30,Sb
Ind. 144,40,Sb
Ind. 144,50,Sb
Ind. 144,60,R
Ind. 144,70,R
Ind. 144,80,R
Ind. 144,90,R
Ind. 144,100,R
Ind. 145,10,Sb
Ind. 145,20,Sb
Ind. 145,30,Sb
Ind. 145,40,I
Ind. 145,50,I
Ind. 145,60,R
Ind. 145,70,R
Ind. 145,80,R
Ind. 145,90,R
Ind. 145,100,R
Ind. 146,10,Sb
Ind. 146,20,Sb
Ind. 146,30,Sb
Ind. 146,40,R
Ind. 146,50,R
Ind. 146,60,R
Ind. 146,70,R
Ind. 146,80,R
Ind. 146,90,R
Ind. 146,100,R
Ind. 147,10,Sb
Ind. 147,20,Sb
Ind. 147,30,Sb
Ind. 147,40,I
Ind. 147,50,R
Ind. 147,60,R
Ind. 147,70,R
Ind. 147,80,R
Ind. 147,90,R
Ind. 147,100,R
Ind. 148,10,Sb
Ind. 148,20,Sb
Ind. 148,30,Sb
Ind. 148,40,Sb
Ind. 148,50,I
Ind. 148,60,I
Ind. 148,70,R
Ind. 148,80,R
Ind. 148,90,R
Ind. 148,100,R
Ind. 149,10,Sb
Ind. 149,20,Sb
Ind. 149,30,Sb
Ind. 149,40,I
Ind. 149,50,I
Ind. 149,60,I
Ind. 149,70,I
Ind. 149,80,R
Ind. 149,90,R
Ind. 149,100,R
Ind. 150,10,Sb
Ind. 150,20,Sb
Ind. 150,30,Sb
Ind. 150,40,Sb
Ind. 150,50,Sb
Ind. 150,60,I
Ind. 150,70,I
Ind. 150,80,I
Ind. 150,90,I
Ind. 150,100,R
Ind. 151,10,Sb
Ind. 151,20,Sb
Ind. 151,30,Sb
Ind. 151,40,Sb
Ind. 151,50,I
Ind. 151,60,I
Ind. 151,70,I
Ind. 151,80,I
Ind. 151,90,I
Ind. 151,100,R
Ind. 152,10,Sb
Ind. 152,20,Sb
Ind. 152,30,Sb
Ind. 152,40,R
Ind. 152,50,R
Ind. 152,60,R
Ind. 152,70,R
Ind. 152,80,R
Ind. 152,90,R
Ind. 152,100,R
Ind. 153,10,Sb
Ind. 153,20,I
Ind. 153,30,I
Ind. 153,40,R
Ind. 153,50,R
Ind. 153,60,R
Ind. 153,70,R
Ind. 153,80,R
Ind. 153,90,R
Ind. 153,100,R
Ind. 154,10,Sb
Ind. 154,20,Sb
Ind. 154,30,Sb
Ind. 154,40,Sb
Ind. 154,50,I
Ind. 154,60,R
Ind. 154,70,R
Ind. 154,80,R
Ind. 154,90,R
Ind. 154,100,R
Ind. 155,10,Sb
Ind. 155,20,Sb
Ind. 155,30,Sb
Ind. 155,40,Sb
Ind. 155,50,Sb
Ind. 155,60,Sb
Ind. 155,70,Sb
Ind. 155,80,I
Ind. 155,90,I
Ind. 155,100,R
Ind. 156,10,Sb
Ind. 156,20,Sb
Ind. 156,30,I
Ind. 156,40,I
Ind. 156,50,R
Ind. 156,60,R
Ind. 156,70,R
Ind. 156,80,R
Ind. 156,90,R
Ind. 156,100,R
Ind. 157,10,Sb
Ind. 157,20,Sb
Ind. 157,30,Sb
Ind. 157,40,R
Ind. 157,50,R
Ind. 157,60,R
Ind. 157,70,R
Ind. 157,80,R
Ind. 157,90,R
Ind. 157,100,R
Ind. 158,10,I
Ind. 158,20,I
Ind. 158,30,I
Ind. 158,40,R
Ind. 158,50,R
Ind. 158,60,R
Ind. 158,70,R
Ind. 158,80,R
Ind. 158,90,R
Ind. 158,100,R
Ind. 159,10,Sb
Ind. 159,20,Sb
Ind. 159,30,Sb
Ind. 159,40,Sb
Ind. 159,50,Sb
Ind. 159,60,R
Ind. 159,70,R
Ind. 159,80,R
Ind. 159,90,R
Ind. 159,100,R
Ind. 160,10,Sb
Ind. 160,20,Sb
Ind. 160,30,Sb
Ind. 160,40,R
Ind. 160,50,R
Ind. 160,60,R
Ind. 160,70,R
Ind. 160,80,R
Ind. 160,90,R
Ind. 160,100,R
Ind. 161,10,Sb
Ind. 161,20,Sb
Ind. 161,30,Sb
Ind. 161,40,I
Ind. 161,50,I
Ind. 161,60,R
Ind. 161,70,R
Ind. 161,80,R
Ind. 161,90,R
Ind. 161,100,R
Ind. 162,10,I
Ind. 162,20,R
Ind. 162,30,R
Ind. 162,40,R
Ind. 162,50,R
Ind. 162,60,R
Ind. 162,70,R
Ind. 162,80,R
Ind. 162,90,R
Ind. 162,100,R
Ind. 163,10,Sb
Ind. 163,20,Sb
Ind. 163,30,Sb
Ind. 163,40,I
Ind. 163,50,R
Ind. 163,60,R
Ind. 163,70,R
Ind. 163,80,R
Ind. 163,90,R
Ind. 163,100,R
Ind. 164,10,Sb
Ind. 164,20,Sb
Ind. 164,30,Sb
Ind. 164,40,I
Ind. 164,50,I
Ind. 164,60,I
Ind. 164,70,I
Ind. 164,80,I
Ind. 164,90,I
Ind. 164,100,I
Ind. 165,10,Sb
Ind. 165,20,Sb
Ind. 165,30,I
Ind. 165,40,R
Ind. 165,50,R
Ind. 165,60,R
Ind. 165,70,R
Ind. 165,80,R
Ind. 165,90,R
Ind. 165,100,R
Ind. 166,10,Sb
Ind. 166,20,Sb
Ind. 166,30,Sb
Ind. 166,40,Sb
Ind. 166,50,Sb
Ind. 166,60,R
Ind. 166,70,R
Ind. 166,80,R
Ind. 166,90,R
Ind. 166,100,R
Ind. 167,10,Sb
Ind. 167,20,I
Ind. 167,30,I
Ind. 167,40,I
Ind. 167,50,I
Ind. 167,60,I
Ind. 167,70,I
Ind. 167,80,R
Ind. 167,90,R
Ind. 167,100,R
Ind. 168,10,Sb
Ind. 168,20,Sb
Ind. 168,30,Sb
Ind. 168,40,Sb
Ind. 168,50,R
Ind. 168,60,R
Ind. 168,70,R
Ind. 168,80,R
Ind. 168,90,R
Ind. 168,100,R
Ind. 169,10,Sb
Ind. 169,20,Sb
Ind. 169,30,Sb
Ind. 169,40,Sb
Ind. 169,50,Sb
Ind. 169,60,I
Ind. 169,70,I
Ind. 169,80,R
Ind. 169,90,R
Ind. 169,100,R
Ind. 170,10,Sb
Ind. 170,20,I
Ind. 170,30,R
Ind. 170,40,R
Ind. 170,50,R
Ind. 170,60,R
Ind. 170,70,R
Ind. 170,80,R
Ind. 170,90,R
Ind. 170,100,R
Ind. 171,10,Sb
Ind. 171,20,Sb
Ind. 171,30,Sb
Ind. 171,40,Sb
Ind. 171,50,Sb
Ind. 171,60,R
Ind. 171,70,R
Ind. 171,80,R
Ind. 171,90,R
Ind. 171,100,R
Ind. 172,10,Sb
Ind. 172,20,Sb
Ind. 172,30,Sb
Ind. 172,40,I
Ind. 172,50,I
Ind. 172,60,I
Ind. 172,70,I
Ind. 172,80,I
Ind. 172,90,I
Ind. 172,100,I
Ind. 173,10,Sb
Ind. 173,20,Sb
Ind. 173,30,Sb
Ind. 173,40,I
Ind. 173,50,R
Ind. 173,60,R
Ind. 173,70,R
Ind. 173,80,R
Ind. 173,90,R
Ind. 173,100,R
Ind. 174,10,Sb
Ind. 174,20,Sb
Ind. 174,30,I
Ind. 174,40,R
Ind. 174,50,R
Ind. 174,60,R
Ind. 174,70,R
Ind. 174,80,R
Ind. 174,90,R
Ind. 174,100,R
Ind. 175,10,Sb
Ind. 175,20,Sb
Ind. 175,30,Sb
Ind. 175,40,Sb
Ind. 175,50,I
Ind. 175,60,R
Ind. 175,70,R
Ind. 175,80,R
Ind. 175,90,R
Ind. 175,100,R
Ind. 176,10,Sb
Ind. 176,20,Sb
Ind. 176,30,Sb
Ind. 176,40,Sb
Ind. 176,50,I
Ind. 176,60,R
Ind. 176,70,R
Ind. 176,80,R
Ind. 176,90,R
Ind. 176,100,R
Ind. 177,10,Sb
Ind. 177,20,Sb
Ind. 177,30,Sb
Ind. 177,40,Sb
Ind. 177,50,I
Ind. 177,60,I
Ind. 177,70,I
Ind. 177,80,I
Ind. 177,90,R
Ind. 177,100,R
Ind. 178,10,Sb
Ind. 178,20,Sb
Ind. 178,30,Sb
Ind. 178,40,Sb
Ind. 178,50,I
Ind. 178,60,R
Ind. 178,70,R
Ind. 178,80,R
Ind. 178,90,R
Ind. 178,100,R
Ind. 179,10,Sb
Ind. 179,20,Sb
Ind. 179,30,I
Ind. 179,40,I
Ind. 179,50,R
Ind. 179,60,R
Ind. 179,70,R
Ind. 179,80,R
Ind. 179,90,R
Ind. 179,100,R
Ind. 180,10,I
Ind. 180,20,I
Ind. 180,30,I
Ind. 180,40,I
Ind. 180,50,I
Ind. 180,60,I
Ind. 180,70,I
Ind. 180,80,I
Ind. 180,90,R
Ind. 180,100,R
Ind. 181,10,Sb
Ind. 181,20,Sb
Ind. 181,30,Sb
Ind. 181,40,I
Ind. 181,50,I
Ind. 181,60,I
Ind. 181,70,I
Ind. 181,80,I
Ind. 181,90,I
Ind. 181,100,I
Ind. 182,10,Sb
Ind. 182,20,Sb
Ind. 182,30,Sb
Ind. 182,40,Sb
Ind. 182,50,Sb
Ind. 182,60,R
Ind. 182,70,R
Ind. 182,80,R
Ind. 182,90,R
Ind. 182,100,R
Ind. 183,10,Sb
Ind. 183,20,Sb
Ind. 183,30,Sb
Ind. 183,40,Sb
Ind. 183,50,I
Ind. 183,60,I
Ind. 183,70,I
Ind. 183,80,R
Ind. 183,90,R
Ind. 183,100,R
Ind. 184,10,Sb
Ind. 184,20,Sb
Ind. 184,30,Sb
Ind. 184,40,I
Ind. 184,50,I
Ind. 184,60,I
Ind. 184,70,R
Ind. 184,80,R
Ind. 184,90,R
Ind. 184,100,R
Ind. 185,10,Sb
Ind. 185,20,Sb
Ind. 185,30,Sb
Ind. 185,40,I
Ind. 185,50,I
Ind. 185,60,R
Ind. 185,70,R
Ind. 185,80,R
Ind. 185,90,R
Ind. 185,100,R
Ind. 186,10,Sb
Ind. 186,20,Sb
Ind. 186,30,I
Ind. 186,40,R
Ind. 186,50,R
Ind. 186,60,R
Ind. 186,70,R
Ind. 186,80,R
Ind. 186,90,R
Ind. 186,100,R
Ind. 187,10,Sb
Ind. 187,20,Sb
Ind. 187,30,I
Ind. 187,40,I
Ind. 187,50,R
Ind. 187,60,R
Ind. 187,70,R
Ind. 187,80,R
Ind. 187,90,R
Ind. 187,100,R
Ind. 188,10,Sb
Ind. 188,20,Sb
Ind. 188,30,Sb
Ind. 188,40,R
Ind. 188,50,R
Ind. 188,60,R
Ind. 188,70,R
Ind. 188,80,R
Ind. 188,90,R
Ind. 188,100,R
Ind. 189,10,Sb
Ind. 189,20,Sb
Ind. 189,30,Sb
Ind. 189,40,I
Ind. 189,50,I
Ind. 189,60,I
Ind. 189,70,I
Ind. 189,80,R
Ind. 189,90,R
Ind. 189,100,R
Ind. 190,10,Sb
Ind. 190,20,Sb
Ind. 190,30,R
Ind. 190,40,R
Ind. 190,50,R
Ind. 190,60,R
Ind. 190,70,R
Ind. 190,80,R
Ind. 190,90,R
Ind. 190,100,R
Ind. 191,10,Sb
Ind. 191,20,Sb
Ind. 191,30,Sb
Ind. 191,40,R
Ind. 191,50,R
Ind. 191,60,R
Ind. 191,70,R
Ind. 191,80,R
Ind. 191,90,R
Ind. 191,100,R
Ind. 192,10,Sb
Ind. 192,20,Sb
Ind. 192,30,I
Ind. 192,40,R
Ind. 192,50,R
Ind. 192,60,R
Ind. 192,70,R
Ind. 192,80,R
Ind. 192,90,R
Ind. 192,100,R
Ind. 193,10,Sb
Ind. 193,20,Sb
Ind. 193,30,Sb
Ind. 193,40,I
Ind. 193,50,I
Ind. 193,60,R
Ind. 193,70,R
Ind. 193,80,R
Ind. 193,90,R
Ind. 193,100,R
Ind. 194,10,Sb
Ind. 194,20,Sb
Ind. 194,30,Sb
Ind. 194,40,Sb
Ind. 194,50,Sb
Ind. 194,60,Sb
Ind. 194,70,Sb
Ind. 194,80,Sb
Ind. 194,90,Sb
Ind. 194,100,Sb
Ind. 195,10,Sb
Ind. 195,20,Sb
Ind. 195,30,Sb
Ind. 195,40,I
Ind. 195,50,I
Ind. 195,60,R
Ind. 195,70,R
Ind. 195,80,R
Ind. 195,90,R
Ind. 195,100,R
Ind. 196,10,Sb
Ind. 196,20,Sb
Ind. 196,30,Sb
Ind. 196,40,Sb
Ind. 196,50,Sb
Ind. 196,60,Sb
Ind. 196,70,R
Ind. 196,80,R
Ind. 196,90,R
Ind. 196,100,R
Ind. 197,10,Sb
Ind. 197,20,Sb
Ind. 197,30,I
Ind. 197,40,I
Ind. 197,50,R
Ind. 197,60,R
Ind. 197,70,R
Ind. 197,80,R
Ind. 197,90,R
Ind. 197,100,R
Ind. 198,10,Sb
Ind. 198,20,Sb
Ind. 198,30,Sb
Ind. 198,40,Sb
Ind. 198,50,I
Ind. 198,60,I
Ind. 198,70,R
Ind. 198,80,R
Ind. 198,90,R
Ind. 198,100,R
Ind. 199,10,Sb
Ind. 199,20,Sb
Ind. 199,30,I
Ind. 199,40,R
Ind. 199,50,R
Ind. 199,60,R
Ind. 199,70,R
Ind. 199,80,R
Ind. 199,90,R
Ind. 199,100,R
Ind. 200,10,Sb
Ind. 200,20,Sb
Ind. 200,30,Sb
Ind. 200,40,R
Ind. 200,50,R
Ind. 200,60,R
Ind. 200,70,R
Ind. 200,80,R
Ind. 200,90,R
Ind. 200,100,R
Ind. 201,10,I
Ind. 201,20,I
Ind. 201,30,R
Ind. 201,40,R
Ind. 201,50,R
Ind. 201,60,R
Ind. 201,70,R
Ind. 201,80,R
Ind. 201,90,R
Ind. 201,100,R
