"ID","t","DS"
"Sim-People-Ind-94",40,"R:0.9|I:0.1"
"Sim-People-Ind-94",60,"R:0.9|I:0.1"
"Sim-People-Ind-94",80,"R:0.9|I:0.1"
"Sim-People-Ind-94",100,"R:0.9|I:0.1"
"Sim-People-Ind-95",20,"R:0.9|I:0.1"
"Sim-People-Ind-95",40,"R:0.9|I:0.1"
"Sim-People-Ind-95",60,"R:0.9|I:0.1"
"Sim-People-Ind-95",80,"R:0.9|I:0.1"
"Sim-People-Ind-95",100,"R:0.9|I:0.1"
"Sim-People-Ind-96",20,"I:0.9|S:0.1"
"Sim-People-Ind-96",40,"R:0.9|I:0.1"
"Sim-People-Ind-96",60,"R:0.9|I:0.1"
"Sim-People-Ind-96",80,"R:0.9|I:0.1"
"Sim-People-Ind-96",100,"R:0.9|I:0.1"
"Sim-People-Ind-97",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-97",40,"R:0.9|I:0.1"
"Sim-People-Ind-97",60,"R:0.9|I:0.1"
"Sim-People-Ind-97",80,"R:0.9|I:0.1"
"Sim-People-Ind-97",100,"R:0.9|I:0.1"
"Sim-People-Ind-98",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-98",40,"R:0.9|I:0.1"
"Sim-People-Ind-98",60,"R:0.9|I:0.1"
"Sim-People-Ind-98",80,"R:0.9|I:0.1"
"Sim-People-Ind-98",100,"R:0.9|I:0.1"
"Sim-People-Ind-99",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-99",40,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-99",60,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-99",80,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-99",100,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-100",20,"I:0.9|S:0.1"
"Sim-People-Ind-100",40,"R:0.9|I:0.1"
"Sim-People-Ind-100",60,"R:0.9|I:0.1"
"Sim-People-Ind-100",80,"R:0.9|I:0.1"
"Sim-People-Ind-100",100,"R:0.9|I:0.1"
"Sim-People-Ind-101",20,"I:0.9|S:0.1"
"Sim-People-Ind-101",40,"R:0.9|I:0.1"
"Sim-People-Ind-101",60,"R:0.9|I:0.1"
"Sim-People-Ind-101",80,"R:0.9|I:0.1"
"Sim-People-Ind-101",100,"R:0.9|I:0.1"
