"ID","t","DS"
"Sim-People-Ind-59",80,"R:0.9|I:0.1"
"Sim-People-Ind-59",100,"R:0.9|I:0.1"
"Sim-People-Ind-60",20,"I:0.9|S:0.1"
"Sim-People-Ind-60",40,"R:0.9|I:0.1"
"Sim-People-Ind-60",60,"R:0.9|I:0.1"
"Sim-People-Ind-60",80,"R:0.9|I:0.1"
"Sim-People-Ind-60",100,"R:0.9|I:0.1"
"Sim-People-Ind-61",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-61",40,"R:0.9|I:0.1"
"Sim-People-Ind-61",60,"R:0.9|I:0.1"
"Sim-People-Ind-61",80,"R:0.9|I:0.1"
"Sim-People-Ind-61",100,"R:0.9|I:0.1"
"Sim-People-Ind-62",20,"R:0.9|I:0.1"
"Sim-People-Ind-62",40,"R:0.9|I:0.1"
"Sim-People-Ind-62",60,"R:0.9|I:0.1"
"Sim-People-Ind-62",80,"R:0.9|I:0.1"
"Sim-People-Ind-62",100,"R:0.9|I:0.1"
"Sim-People-Ind-63",20,"R:0.9|I:0.1"
"Sim-People-Ind-63",40,"R:0.9|I:0.1"
"Sim-People-Ind-63",60,"R:0.9|I:0.1"
"Sim-People-Ind-63",80,"R:0.9|I:0.1"
"Sim-People-Ind-63",100,"R:0.9|I:0.1"
"Sim-People-Ind-64",20,"R:0.9|I:0.1"
"Sim-People-Ind-64",40,"R:0.9|I:0.1"
"Sim-People-Ind-64",60,"R:0.9|I:0.1"
"Sim-People-Ind-64",80,"R:0.9|I:0.1"
"Sim-People-Ind-64",100,"R:0.9|I:0.1"
"Sim-People-Ind-65",20,"I:0.9|S:0.1"
"Sim-People-Ind-65",40,"R:0.9|I:0.1"
"Sim-People-Ind-65",60,"R:0.9|I:0.1"
"Sim-People-Ind-65",80,"R:0.9|I:0.1"
"Sim-People-Ind-65",100,"R:0.9|I:0.1"
"Sim-People-Ind-66",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-66",40,"R:0.9|I:0.1"
"Sim-People-Ind-66",60,"R:0.9|I:0.1"
"Sim-People-Ind-66",80,"R:0.9|I:0.1"
"Sim-People-Ind-66",100,"R:0.9|I:0.1"
"Sim-People-Ind-67",20,"I:0.9|S:0.1"
"Sim-People-Ind-67",40,"R:0.9|I:0.1"
"Sim-People-Ind-67",60,"R:0.9|I:0.1"
"Sim-People-Ind-67",80,"R:0.9|I:0.1"
"Sim-People-Ind-67",100,"R:0.9|I:0.1"
"Sim-People-Ind-68",20,"I:0.9|S:0.1"
"Sim-People-Ind-68",40,"I:0.9|S:0.1"
"Sim-People-Ind-68",60,"R:0.9|I:0.1"
"Sim-People-Ind-68",80,"R:0.9|I:0.1"
"Sim-People-Ind-68",100,"R:0.9|I:0.1"
"Sim-People-Ind-69",20,"I:0.9|S:0.1"
"Sim-People-Ind-69",40,"R:0.9|I:0.1"
"Sim-People-Ind-69",60,"R:0.9|I:0.1"
"Sim-People-Ind-69",80,"R:0.9|I:0.1"
"Sim-People-Ind-69",100,"R:0.9|I:0.1"
"Sim-People-Ind-70",20,"R:0.9|I:0.1"
"Sim-People-Ind-70",40,"R:0.9|I:0.1"
"Sim-People-Ind-70",60,"R:0.9|I:0.1"
"Sim-People-Ind-70",80,"R:0.9|I:0.1"
"Sim-People-Ind-70",100,"R:0.9|I:0.1"
"Sim-People-Ind-71",20,"I:0.9|S:0.1"
"Sim-People-Ind-71",40,"R:0.9|I:0.1"
"Sim-People-Ind-71",60,"R:0.9|I:0.1"
"Sim-People-Ind-71",80,"R:0.9|I:0.1"
"Sim-People-Ind-71",100,"R:0.9|I:0.1"
"Sim-People-Ind-72",20,"I:0.9|S:0.1"
"Sim-People-Ind-72",40,"R:0.9|I:0.1"
"Sim-People-Ind-72",60,"R:0.9|I:0.1"
"Sim-People-Ind-72",80,"R:0.9|I:0.1"
"Sim-People-Ind-72",100,"R:0.9|I:0.1"
"Sim-People-Ind-73",20,"R:0.9|I:0.1"
"Sim-People-Ind-73",40,"R:0.9|I:0.1"
"Sim-People-Ind-73",60,"R:0.9|I:0.1"
"Sim-People-Ind-73",80,"R:0.9|I:0.1"
"Sim-People-Ind-73",100,"R:0.9|I:0.1"
"Sim-People-Ind-74",20,"I:0.9|S:0.1"
"Sim-People-Ind-74",40,"R:0.9|I:0.1"
"Sim-People-Ind-74",60,"R:0.9|I:0.1"
"Sim-People-Ind-74",80,"R:0.9|I:0.1"
"Sim-People-Ind-74",100,"R:0.9|I:0.1"
"Sim-People-Ind-75",20,"I:0.9|S:0.1"
"Sim-People-Ind-75",40,"R:0.9|I:0.1"
"Sim-People-Ind-75",60,"R:0.9|I:0.1"
"Sim-People-Ind-75",80,"R:0.9|I:0.1"
"Sim-People-Ind-75",100,"R:0.9|I:0.1"
"Sim-People-Ind-76",20,"I:0.9|S:0.1"
"Sim-People-Ind-76",40,"I:0.9|S:0.1"
"Sim-People-Ind-76",60,"I:0.9|S:0.1"
"Sim-People-Ind-76",80,"R:0.9|I:0.1"
"Sim-People-Ind-76",100,"R:0.9|I:0.1"
"Sim-People-Ind-77",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-77",40,"R:0.9|I:0.1"
"Sim-People-Ind-77",60,"R:0.9|I:0.1"
"Sim-People-Ind-77",80,"R:0.9|I:0.1"
"Sim-People-Ind-77",100,"R:0.9|I:0.1"
"Sim-People-Ind-78",20,"I:0.9|S:0.1"
"Sim-People-Ind-78",40,"R:0.9|I:0.1"
"Sim-People-Ind-78",60,"R:0.9|I:0.1"
"Sim-People-Ind-78",80,"R:0.9|I:0.1"
"Sim-People-Ind-78",100,"R:0.9|I:0.1"
"Sim-People-Ind-79",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-79",40,"I:0.9|S:0.1"
"Sim-People-Ind-79",60,"R:0.9|I:0.1"
"Sim-People-Ind-79",80,"R:0.9|I:0.1"
"Sim-People-Ind-79",100,"R:0.9|I:0.1"
"Sim-People-Ind-80",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-80",40,"R:0.9|I:0.1"
"Sim-People-Ind-80",60,"R:0.9|I:0.1"
"Sim-People-Ind-80",80,"R:0.9|I:0.1"
"Sim-People-Ind-80",100,"R:0.9|I:0.1"
"Sim-People-Ind-81",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-81",40,"R:0.9|I:0.1"
"Sim-People-Ind-81",60,"R:0.9|I:0.1"
"Sim-People-Ind-81",80,"R:0.9|I:0.1"
"Sim-People-Ind-81",100,"R:0.9|I:0.1"
"Sim-People-Ind-82",20,"R:0.9|I:0.1"
"Sim-People-Ind-82",40,"R:0.9|I:0.1"
"Sim-People-Ind-82",60,"R:0.9|I:0.1"
"Sim-People-Ind-82",80,"R:0.9|I:0.1"
"Sim-People-Ind-82",100,"R:0.9|I:0.1"
"Sim-People-Ind-83",20,"I:0.9|S:0.1"
"Sim-People-Ind-83",40,"R:0.9|I:0.1"
"Sim-People-Ind-83",60,"R:0.9|I:0.1"
"Sim-People-Ind-83",80,"R:0.9|I:0.1"
"Sim-People-Ind-83",100,"R:0.9|I:0.1"
"Sim-People-Ind-84",20,"I:0.9|S:0.1"
"Sim-People-Ind-84",40,"R:0.9|I:0.1"
"Sim-People-Ind-84",60,"R:0.9|I:0.1"
"Sim-People-Ind-84",80,"R:0.9|I:0.1"
"Sim-People-Ind-84",100,"R:0.9|I:0.1"
"Sim-People-Ind-85",20,"I:0.9|S:0.1"
"Sim-People-Ind-85",40,"R:0.9|I:0.1"
"Sim-People-Ind-85",60,"R:0.9|I:0.1"
"Sim-People-Ind-85",80,"R:0.9|I:0.1"
"Sim-People-Ind-85",100,"R:0.9|I:0.1"
"Sim-People-Ind-86",20,"R:0.9|I:0.1"
"Sim-People-Ind-86",40,"R:0.9|I:0.1"
"Sim-People-Ind-86",60,"R:0.9|I:0.1"
"Sim-People-Ind-86",80,"R:0.9|I:0.1"
"Sim-People-Ind-86",100,"R:0.9|I:0.1"
"Sim-People-Ind-87",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-87",40,"I:0.9|S:0.1"
"Sim-People-Ind-87",60,"I:0.9|S:0.1"
"Sim-People-Ind-87",80,"R:0.9|I:0.1"
"Sim-People-Ind-87",100,"R:0.9|I:0.1"
"Sim-People-Ind-88",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-88",40,"I:0.9|S:0.1"
"Sim-People-Ind-88",60,"R:0.9|I:0.1"
"Sim-People-Ind-88",80,"R:0.9|I:0.1"
"Sim-People-Ind-88",100,"R:0.9|I:0.1"
"Sim-People-Ind-89",20,"I:0.9|S:0.1"
"Sim-People-Ind-89",40,"R:0.9|I:0.1"
"Sim-People-Ind-89",60,"R:0.9|I:0.1"
"Sim-People-Ind-89",80,"R:0.9|I:0.1"
"Sim-People-Ind-89",100,"R:0.9|I:0.1"
"Sim-People-Ind-90",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-90",40,"R:0.9|I:0.1"
"Sim-People-Ind-90",60,"R:0.9|I:0.1"
"Sim-People-Ind-90",80,"R:0.9|I:0.1"
"Sim-People-Ind-90",100,"R:0.9|I:0.1"
"Sim-People-Ind-91",20,"I:0.9|S:0.1"
"Sim-People-Ind-91",40,"I:0.9|S:0.1"
"Sim-People-Ind-91",60,"I:0.9|S:0.1"
"Sim-People-Ind-91",80,"R:0.9|I:0.1"
"Sim-People-Ind-91",100,"R:0.9|I:0.1"
"Sim-People-Ind-92",20,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-92",40,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-92",60,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-92",80,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-92",100,"S:0.9|I:0.1|R:0.1"
"Sim-People-Ind-93",20,"R:0.9|I:0.1"
"Sim-People-Ind-93",40,"R:0.9|I:0.1"
"Sim-People-Ind-93",60,"R:0.9|I:0.1"
"Sim-People-Ind-93",80,"R:0.9|I:0.1"
"Sim-People-Ind-93",100,"R:0.9|I:0.1"
"Sim-People-Ind-94",20,"S:0.9|I:0.1|R:0.1"
